question,answer,chapter,explanation
メソポタミアでは、天体観測にもとづく太陽暦や、十進法による時間や方位の区分が早くから発達した。,×,第1章　古代文明の出現,間違った文章である。メソポタミアで発達したのは「太陰暦（のちに太陰太陽暦）」および「六十進法」である。
前24世紀、セム語系のアッカド人を率いたサルゴン1世は、シュメール人の都市国家を征服して覇権をふるった。,◯,第1章　古代文明の出現,サルゴン1世率いるアッカド人は、シュメール諸都市を征服し、広大な地域を支配した。
古バビロニア王国のハンムラビ王が発布したハンムラビ法典は、各地の法慣習をまとめたものである。,◯,第1章　古代文明の出現,メソポタミア全土を支配したハンムラビ王は、各地の慣習法をまとめ、多民族から権威を認められる法典を確立した。
インド・ヨーロッパ語系のヒッタイトは、強力な青銅製武器を用いて、前16世紀に古バビロニア王国を滅ぼした。,×,第1章　古代文明の出現,間違った文章である。ヒッタイトが用いたのは「鉄製武器」と「馬にひかせた戦車」である。
エジプトでは、ナイル川流域の部族国家がまとめられ、前3000年ごろには上下エジプトを統一した王国が成立した。,◯,第1章　古代文明の出現,ナイル河谷の上エジプトとデルタ地帯の下エジプトが統一され、メンフィスを都とする王国が誕生した。
古王国時代のエジプトは、ヒクソスなど外部勢力との交流が盛んで、初期から馬と戦車を軍事に活用していた。,×,第1章　古代文明の出現,間違った文章である。古王国時代は外部から孤立しており、馬と戦車をもつヒクソスが侵入したのは中王国時代の末である。
アメンホテプ4世は、アメン神を唯一神とする宗教改革を断行し、自らをイクナートンと称して都をテーベに移した。,×,第1章　古代文明の出現,間違った文章である。アメンホテプ4世が唯一神としたのは「アトン神」であり、都はテーベから「アマルナ」に移された。
エジプト新王国のラメス2世の死後、オリエントが鉄器時代に入ると、エジプトは鉄資源の不足により衰退していった。,◯,第1章　古代文明の出現,繁栄を誇ったエジプトも、鉄資源の不足から鉄器時代への適応が難しくなり、勢力を弱めていった。
エジプト人は太陽暦を用い、1年を365日とした。これは今日の暦のもととなっている。,◯,第1章　古代文明の出現,実用的な学識に優れていたエジプト人は、ナイル川の増水周期などから太陽暦を生み出した。
エジプトの象形文字のうち、ヒエログリフ（神聖文字）を簡略化したものは、楔形文字とよばれる。,×,第1章　古代文明の出現,間違った文章である。ヒエログリフを簡略化したものは「デモティック（民衆文字）」である。楔形文字はメソポタミアで生まれた別の体系の文字である。
イギリスのローリンソンらは、ペルセポリス碑文などの研究を通じて、アッシリア語の楔形文字を解読した。,◯,第1章　古代文明の出現,古代ペルシア語の解読を足がかりに、ローリンソンらによってアッシリア語の楔形文字が解読された。
シャンポリオンによるヒエログリフ解読の鍵となったロゼッタ石には、ヒエログリフ、楔形文字、ギリシア語の三種の文字が記されていた。,×,第1章　古代文明の出現,間違った文章である。ロゼッタ石に記されていた三種の文字は、ヒエログリフ、デモティック、ギリシア語である。
クレタ文明（ミノア文明）のクノッソス宮殿は、強固な城壁に囲まれており、常に外敵に備えた閉鎖的な性格をもっていた。,×,第1章　古代文明の出現,間違った文章である。クノッソス宮殿には城壁がなく、彩色壁画の内容からも平和で開放的な性格だったと考えられている。
ミケーネ文明は、ミケーネやティリンスなどに巨石の城塞をもつ王宮を築き、貢納組織と官僚制をもつ国家を形成した。,◯,第1章　古代文明の出現,前16世紀ごろにギリシア系の人々によって生み出されたミケーネ文明は、強力な城塞を中心とした国家体制をもっていた。
前12世紀にミケーネ文明が崩壊した後の約400年間は、鉄器時代へ移行しながらも混乱が続いた「暗黒時代」とよばれる。,◯,第1章　古代文明の出現,この時期は「海の民」の襲撃などで激動期を迎え、方言の差異が目立つようになった混乱の時代である。
ドイツ人のシュリーマンは、ホメロスの叙事詩を史実と信じてトロヤを発掘し、エヴァンズはクノッソス宮殿跡を発掘した。,◯,第1章　古代文明の出現,両考古学者の功績により、エーゲ文明の実態が明らかになった。
ミケーネ文明で使用された線文字Aは、イギリス人のヴェントリスらによって解読された。,×,第1章　古代文明の出現,間違った文章である。解読されたのは「線文字B」であり、線文字Aは現在も未解読である。
「エジプトはナイルの賜物」という言葉は、メソポタミアの王ハンムラビが残した有名な法典の一節である。,×,第1章　古代文明の出現,間違った文章である。これはギリシアの歴史家ヘロドトスが残した言葉である。
ヒッタイトとエジプト新王国はシリアをめぐって戦ったのち、世界最古の現存する国際条約を結んだ。,◯,第1章　古代文明の出現,カデシュの戦いの後、両国間で国際条約が結ばれたことが記されている。
南アジアの生活に大きな影響を与えるモンスーン（季節風）は、夏は北東から、秋は南西から吹く。,×,第1章　古代文明の出現,間違った文章である。正しくは、夏は南西から、秋は北東から吹く。
デカン高原は湿潤な地域であり、大量の水を必要とする稲作農業が古くから盛んに行われてきた。,×,第1章　古代文明の出現,間違った文章である。デカン高原は半乾燥地域であり、水の使用を抑えた夏作雑穀や綿花の栽培が盛んである。
インダス川流域は乾燥地域だが、イラン高原を通じて西アジアから伝わった麦作や牧畜が前3500年ごろまでに定着した。,◯,第1章　古代文明の出現,西アジアと南アジアを結ぶ回廊であったインダス川流域では、早くから麦作や牧畜が本格的に営まれていた。
インダス文明の都市、ハラッパーやモヘンジョ・ダロは、整然と区画された道路や下水道をもつ計画都市であった。,◯,第1章　古代文明の出現,焼成煉瓦の建物や沐浴場、公共建築などが整備されており、高度な都市計画がなされていた。
インダス文明の遺跡からは巨大な宮殿や王の陵墓が発見されており、メソポタミアのような強大な支配者の存在が証明されている。,×,第1章　古代文明の出現,間違った文章である。宮殿や陵墓は発見されておらず、強大な支配者のいない社会であったと考えられている。
インダス文字が刻まれた印章や紅玉髄のビーズは、メソポタミアでも発見されており、両地域間の交流を物語っている。,◯,第1章　古代文明の出現,凍石製印章やビーズなどの出土品から、インダス文明とメソポタミア文明の間に活発な交易があったことがわかる。
インダス文明の衰退の主な原因は、ヒッタイトによる鉄製武器を用いた大規模な軍事侵攻である。,×,第1章　古代文明の出現,間違った文章である。衰退の要因は、河川流路の変更や気象の変化によるものと考えられている。
インダス文明を担った民族はドラヴィダ人であることが確定しており、すでにこの時期にカースト制度が完成していた。,×,第1章　古代文明の出現,間違った文章である。文明を担った民族が確定しているわけではない。
アーリヤ人はインド・ヨーロッパ語系の人々であり、前1500年ごろにカイバル峠を越えてパンジャーブ地方に移住してきた。,◯,第1章　古代文明の出現,アーリヤ人は北西から二輪戦車を駆使して進出し、先住民と戦いながら各地へ広がった。
アーリヤ人の最古の聖典である『リグ・ヴェーダ』は、現代の英語に近い言語で書かれている。,×,第1章　古代文明の出現,間違った文章である。ヴェーダには古い形のサンスクリット語が用いられている。
ガンジス川中流域に進出したアーリヤ人は、前1000年ごろから鉄器を使用し、森林を切り拓いて稲作を開始した。,◯,第1章　古代文明の出現,鉄器の使用とともに森林の開拓が進み、牧畜社会から定着農耕社会へと移行した。
バラモン教の祭儀が複雑化するなかで、軍事指導者たちは最高位の司祭階級であるバラモンを形成した。,×,第1章　古代文明の出現,間違った文章である。軍事指導者が形成したのは武人階層である「クシャトリヤ」であり、祭儀をつかさどるのは「バラモン」である。
ヴァルナのうち、一般庶民はヴァイシャ、隷属民はシュードラとよばれる。,◯,第1章　古代文明の出現,バラモン、クシャトリヤ、ヴァイシャ、シュードラの四つがヴァルナの基本構成である。
ヴァルナによる身分差別の原点は「富の多寡」という考えにあり、最も裕福な王族が最高の存在とされた。,×,第1章　古代文明の出現,間違った文章である。身分差別の原点は「浄・不浄」という考えにあり、最も清浄な存在とされるバラモンが最高の権威をもった。
インダス文字は現在までにその大部分が解読されており、アーリヤ人の言語との共通性が証明されている。,×,第1章　古代文明の出現,間違った文章である。インダス文字はいまだに解読されておらず、言語についてもはっきりしたことはわかっていない。
インダス文明の主要都市であるドーラーヴィーラーは、20世紀末からの調査でモヘンジョ・ダロ級の大都市であることが判明した。,◯,第1章　古代文明の出現,近年の発掘調査により、ドーラーヴィーラーが広大な遺跡をもつ重要な都市であったことが明らかになった。
黄河流域（華北）は温帯から熱帯に属し、一年を通じて降雨量が多いため、古くから稲作が中心であった。,×,第1章　古代文明の出現,間違った文章である。黄河流域は冷帯から温帯に属し、乾燥度が強い地域であるため、アワやキビなどの栽培が行われた。
華北の新石器時代の仰韶文化は、明るい彩色文様の土器を特徴とすることから、彩陶文化ともいわれる。,◯,第1章　古代文明の出現,前5000年〜前3000年ごろに黄河中流域に現れた文化で、彩陶を伴うのが特徴である。
長江中流域では前7000年ごろには稲作が定着しており、湿潤な環境を活かした農耕が行われていた。,◯,第1章　古代文明の出現,華中は照葉樹林と湖沼が広がる湿潤な地域で、早期に稲作が定着した。
前3000年ごろに出現した竜山文化は、良質の研磨土器である黒陶を特徴とし、周辺の邑を組織化して都市国家へ発展した。,◯,第1章　古代文明の出現,竜山文化は灰陶や黒陶を特徴とし、城壁をめぐらす都市国家（大邑）を形成していった。
殷（商）は、強力な中央集権国家であり、周辺の集落をすべて直接支配する領土国家であった。,×,第1章　古代文明の出現,間違った文章である。殷は、商という大邑を中心とした都市国家の連合組織（邑制国家）であった。
殷墟から出土した甲骨文字は、エジプトのヒエログリフの影響を受けて成立した文字である。,×,第1章　古代文明の出現,間違った文章である。甲骨文字は、殷王が神意を占った記録であり、漢字の原型となった独自の文字である。
殷代は本格的な青銅器時代であり、武器や工具のほか、複雑な造形をもつ祭器もつくられた。,◯,第1章　古代文明の出現,複数の鋳型を組み合わせる高度な技術で、多様な青銅器が製作されていた。
二里頭文化期から東周にいたる宮殿の遺跡は、黄河の河道が安定していた長江下流域に集中している。,×,第1章　古代文明の出現,間違った文章である。これらの宮殿遺跡は、黄河の渓谷と平原の境に位置する「洛陽」に集中している。
周は殷を滅ぼした後、都を鎬京に置き、一族や功臣に土地を分与して統治させる封建制を構築した。,◯,第1章　古代文明の出現,前1100年ごろ、周は殷を滅ぼして鎬京（西安）を都とし、世襲の諸侯に統治をまかせる支配体制を確立した。
周の封建制において、王から土地を与えられた家臣の階層は、上から「士・大夫・卿」の順である。,×,第1章　古代文明の出現,間違った文章である。正しくは、上から「卿（けい）・大夫（たいふ）・士（し）」の順である。
易姓革命とは、天命が革まり天子の姓が易わるという考え方で、王朝が交代することを意味する。,◯,第1章　古代文明の出現,天帝から与えられた使命（天命）が変化することで王朝が変わるという考え方である。
周の支配者層は、宗法とよばれる規範を立て、血縁集団である「宗族」の結束を固めた。,◯,第1章　古代文明の出現,父系の血縁集団を基礎とした宗族社会は、宗法によって厳格に秩序づけられていた。
前770年、周は犬戎の攻撃を受けて首都を失い、都を西方の鎬京からさらに西へと移した。,×,第1章　古代文明の出現,間違った文章である。都は「東方」の洛邑（洛陽）に移された。これを東周と呼ぶ。
二里頭遺跡は、のちの中国王朝の宮殿建築の原型とみられる遺構があり、夏王朝のものとみなす学説もある。,◯,第1章　古代文明の出現,河南省の二里頭遺跡は、文献上の最初の王朝とされる夏との関連が議論されている。
浙江省の河姆渡遺跡は、前5000年ごろにさかのぼる遺跡であり、稲籾や骨製の鋤が出土している。,◯,第1章　古代文明の出現,長江下流域の河姆渡遺跡は、早期の稲作文化を象徴する重要な遺跡である。
前2000年前後に各地の農耕文化が衰退した要因として、急激な地球の温暖化があったとする説が有力である。,×,第1章　古代文明の出現,間違った文章である。要因の一つとして説かれているのは、気候の急激な「寒冷化」である。
アケメネス朝ペルシアは、メソポタミアからエジプトにいたる諸地域を統合し、多民族を支配下に置く大帝国を築いた。,◯,第2章　西アジアと地中海周辺,アッシリアやアケメネス朝は、オリエント諸地域のつながりを深め、広大な地域を統合する大帝国となった。
オリエントと東地中海地域は、マケドニアによるアケメネス朝の征服を機に、ヘレニズム世界として一体性を得た。,◯,第2章　西アジアと地中海周辺,マケドニアの征服によって両地域が結びつき、ヘレニズム世界という新たな文化圏が形成された。
マケドニアによる支配は千年以上続き、その間ヘレニズム世界が分裂することはなかった。,×,第2章　西アジアと地中海周辺,間違った文章である。マケドニアの支配はすぐに瓦解し、その後はプトレマイオス朝やパルティアなどの後継国家に受け継がれた。
ローマ帝国は、自らが支配していた西地中海地域とともに、ヘレニズム世界の後継国家をも支配下に置いていった。,◯,第2章　西アジアと地中海周辺,台頭したローマ帝国は、西地中海からヘレニズム世界にわたる広大な地域を統合した。
ローマ帝国とササン朝ペルシアが並び立っていた時代、両国では多神教が全盛を極め、一神教は完全に途絶えた。,×,第2章　西アジアと地中海周辺,間違った文章である。両国の足もとではキリスト教をはじめとした一神教が勢いを強め、周囲に広がっていた。
イスラームはアラビア半島で生まれ、かつてローマやペルシアが支配していた地域に覇権を築いた。,◯,第2章　西アジアと地中海周辺,アラブ人たちはイスラームを奉じて急速に発展し、広大な地域を支配下に置いた。
ローマ帝国はゲルマン人の侵入に対応するため、帝国の重心を西方のガリア地域へと移した。,×,第2章　西アジアと地中海周辺,間違った文章である。ローマ帝国はゲルマン人の侵入に対応するなかで、その重心を「東」に移した。
オリエントと地中海周辺地域は、政治勢力の交代を経て、一神教を基盤とした世界へと変容していった。,◯,第2章　西アジアと地中海周辺,大局的には、神話や聖典の一部を共有する一神教的な世界観が、この地域全体の基盤となった。
ヒッタイトが滅亡した後の混乱期を経て、鉄器の製作技術はオリエント各地に広まった。,◯,第2章　西アジアと地中海周辺,「海の民」の活動による混乱でヒッタイトが滅亡した後、独占されていた鉄器技術が普及した。
フェニキア人はダマスカスを拠点に内陸交易を行い、ラクダを用いた大規模な隊商を組織した。,×,第2章　西アジアと地中海周辺,間違った文章である。内陸交易と隊商組織で知られるのは「アラム人」である。フェニキア人はシドンやティルスを拠点とした海上交易を主とした。
北アフリカの植民市カルタゴは、前6世紀ごろから西地中海の交易網を握り、母国から自立して大勢力を誇った。,◯,第2章　西アジアと地中海周辺,フェニキア人が建設したカルタゴは、貴金属交易を独占してめざましく発展した。
アラム語は国際商業の共通語として西アジア一帯で用いられ、その文字はアラビア文字などの源となった。,◯,第2章　西アジアと地中海周辺,内陸交易の広がりとともにアラム語・アラム文字は国際的な広まりを見せた。
ヘブライ人の王国は、ソロモン王の死後も統一を維持し、新バビロニアを滅ぼすほどの大帝国となった。,×,第2章　西アジアと地中海周辺,間違った文章である。ヘブライ人の王国は前10世紀末にイスラエル王国とユダ王国に分裂し、のちにアッシリアや新バビロニアによって滅ぼされた。
ユダヤ教は、ユダヤ人だけが救われるという選民思想や、救世主（メシア）を待望する信仰を特徴とする。,◯,第2章　西アジアと地中海周辺,バビロン捕囚などの苦難の歴史の中で、預言者たちによってこうした信仰が形成された。
フェニキア人が作成した表音文字は、現在のアルファベットのもととなった。,◯,第2章　西アジアと地中海周辺,交易活動における通信や簿記の必要性から、実用的な表音文字が作り上げられた。
ユダヤ教の聖典は、キリスト教では「新約聖書」と呼ばれ、イスラームとも共通の聖典となっている。,×,第2章　西アジアと地中海周辺,間違った文章である。キリスト教で呼ばれる名称は「旧約聖書」である。
アッシリア帝国は、鉄製の武器や戦車、騎馬隊を駆使して、前7世紀前半にオリエント全土を初めて統一した。,◯,第2章　西アジアと地中海周辺,アッシリアは強力な軍事力を背景に、エジプトを含むオリエント全域を支配する最初の帝国となった。
アッシリアは、征服地の宗教や法を尊重する寛容な政策をとったため、長期間にわたって安定した統治を実現した。,×,第2章　西アジアと地中海周辺,間違った文章である。アッシリアは強制移住や重税などの高圧的な統治を行ったため被征服民の反感を招き、短期間で滅亡した。
リディアは、アナトリア西部に建国された王国で、世界で初めて打刻による貨幣をつくったことで知られる。,◯,第2章　西アジアと地中海周辺,リディアの貨幣鋳造技術は、のちにギリシア人にも受け継がれることになった。
アケメネス朝のダレイオス1世は、中央から「王の目」「王の耳」と呼ばれる巡察使を派遣して、地方行政を監視させた。,◯,第2章　西アジアと地中海周辺,サトラップ（総督）を監視し、中央集権体制を維持するためにこれらの巡察使が活用された。
アケメネス朝ペルシアでは、アッシリアと同様に被征服民に対して強制移住を命じ、他民族の宗教を固く禁じた。,×,第2章　西アジアと地中海周辺,間違った文章である。アケメネス朝はアッシリアとは異なり、義務を果たす限りにおいて異民族の法や宗教を尊重する寛容な政策をとった。
ゾロアスター教は、善の神アフラ・マズダと悪の神アーリマンの対立を説き、最後の審判や天国の観念をもっていた。,◯,第2章　西アジアと地中海周辺,この宗教観は、のちのユダヤ教、キリスト教、イスラームなどの一神教にも大きな影響を与えた。
アケメネス朝は、「王の道」と呼ばれる公道を整備し、駅伝制を設けることで王都と地方を直結させた。,◯,第2章　西アジアと地中海周辺,交通網の整備は、行政情報の迅速な伝達だけでなく、商業交易の発展にも大きく貢献した。
アケメネス朝は前5世紀のペルシア戦争に勝利し、その後も勢力を伸ばして、前330年にギリシア全土を併合した。,×,第2章　西アジアと地中海周辺,間違った文章である。ペルシア戦争には失敗し、前330年には逆にアレクサンドロス大王の遠征軍によって滅ぼされた。
ギリシア人は自らをバルバロイと呼び、他民族をヘレネスと呼んで、同一民族としての自覚を強めた。,×,第2章　西アジアと地中海周辺,間違った文章である。自らを「ヘレネス」、他民族を「バルバロイ」と呼んで区別した。
ポリスは、アクロポリス（城塞）やアゴラ（広場）を中心に人々が集住（シノイキスモス）することで形成された。,◯,第2章　西アジアと地中海周辺,前8世紀ごろ、有力貴族の指導のもとで都市国家としてのポリスが誕生した。
貨幣の普及により富裕になった市民は、自費で武装を整えて騎馬隊を組織し、ポリス軍の主力となった。,×,第2章　西アジアと地中海周辺,間違った文章である。富裕になった市民は「重装歩兵」となり、軍隊の主力を担った。
アテネのソロンは、負債による平民の奴隷化を禁止し、財産に応じて参政権を定める改革を行った。,◯,第2章　西アジアと地中海周辺,貴族と平民の対立を調停するため、身体を抵当とする借財の禁止などを断行した。
クレイステネスは、僭主の出現を防ぐために、オストラキスモス（陶片追放）の制度を定めた。,◯,第2章　西アジアと地中海周辺,独裁的な僭主があらわれるのを防ぎ、民主政の基礎を築くための制度として導入された。
スパルタの市民は、商工業に従事するヘイロータイと、隷属農民であるペリオイコイを支配した。,×,第2章　西アジアと地中海周辺,間違った文章である。正しくは、商工業に従事するのが「ペリオイコイ」、隷属農民が「ヘイロータイ」である。
スパルタでは、少数の市民が多数の隷属民を支配するため、リュクルゴス体制と呼ばれる厳しい軍国主義がとられた。,◯,第2章　西アジアと地中海周辺,厳しい訓練を課すとともに、貧富の差を抑えるための土地管理や鎖国体制が敷かれた。
アテネでは、ソロンの改革後すぐに貴族と平民の抗争が終結したため、僭主が現れることはなかった。,×,第2章　西アジアと地中海周辺,間違った文章である。改革後も抗争は収まらず、平民の不満を背景にペイシストラトスのような僭主があらわれた。
ペルシア戦争において、アテネはテミストクレスの指揮下でサラミスの海戦を戦い、ペルシア海軍を撃破した。,◯,第2章　西アジアと地中海周辺,前480年のサラミスの海戦は、テミストクレスの指導によってギリシア側が勝利した重要な戦いである。
ペリクレス時代のアテネでは、下層市民も軍船の漕ぎ手として活躍したことで発言力を増し、直接民主政が実現された。,◯,第2章　西アジアと地中海周辺,成年男性市民による民会を中心とした徹底した民主政が確立され、公職の多くは籤引きで選ばれた。
ペロポネソス戦争において、アテネはペルシアの支援を背景に、スパルタを圧倒して全ギリシアの覇権を握った。,×,第2章　西アジアと地中海周辺,間違った文章である。ペルシアの支援を得て勝利したのは「スパルタ」であり、アテネは敗北した。
前4世紀前半のギリシアでは、市民自らがポリスを自衛する原則が強まり、傭兵の使用は厳格に禁止された。,×,第2章　西アジアと地中海周辺,間違った文章である。土地を失う市民が増えたことで、市民による自衛の原則は失われ、むしろ傭兵が盛んに用いられるようになった。
マケドニアのフィリッポス2世は、カイロネイアの戦いでアテネ・テーベ連合軍を破り、ギリシアの諸ポリスを服属させた。,◯,第2章　西アジアと地中海周辺,前338年のこの勝利により、マケドニアはコリントス同盟を通じてギリシアの主導権を握った。
アレクサンドロス大王は、東方遠征の途上でペルシア帝国を滅ぼし、さらに黄河流域にまで達する大帝国を建設した。,×,第2章　西アジアと地中海周辺,間違った文章である。大王の遠征は「インダス川流域」までであり、黄河流域（中国）には達していない。
アレクサンドロス大王はペルシアを征服した後、ペルシアの宮廷儀礼や官僚制度を否定し、すべてギリシア式に統一した。,×,第2章　西アジアと地中海周辺,間違った文章である。大王はペルシア帝国の後継者を自任し、その宮廷や官僚制度を継承した。
ヘレニズム時代には、エジプトのアレクサンドリアなどの都市が建設され、ギリシア風の文化がオリエント各地に広がった。,◯,第2章　西アジアと地中海周辺,ギリシア人の移住とともにヘレニズム文化が受容され、アレクサンドリアはその中心地として繁栄した。
ホメロスがまとめた叙事詩『イーリアス』には、トロヤ戦争の英雄とともに、感情豊かなオリンポスの神々が登場する。,◯,第2章　西アジアと地中海周辺,ギリシアの神々は人間の姿をし、喜怒哀楽をあらわに人間に働きかける存在として描かれた。
万物の根源を数とみなしたタレスは「医学の父」と呼ばれ、ピタゴラスは万物の根源を水であると唱えた。,×,第2章　西アジアと地中海周辺,間違った文章である。万物の根源を水としたのはタレス、数としたのはピタゴラスである。また、「医学の父」はヒッポクラテスである。
アテネの演劇は、単なる娯楽ではなく、政治や裁判に参加する市民への教育として重要な役割をもっていた。,◯,第2章　西アジアと地中海周辺,国家の定例行事として上演され、富裕市民が費用を負担し、多くの市民が直接参加する公的行事であった。
ソフィストのプロタゴラスは、真理の絶対性を主張し、「人間は万物の尺度である」とするプラトンの思想を批判した。,×,第2章　西アジアと地中海周辺,間違った文章である。「人間は万物の尺度である」と唱えたのはプロタゴラス自身であり、彼は相対主義の立場をとった。
アリストテレスは諸学を集大成し、その思想はのちのイスラーム世界や中世ヨーロッパのスコラ学に大きな影響を与えた。,◯,第2章　西アジアと地中海周辺,哲学、論理学、政治学、自然科学などを体系化した彼の学問は、後世の広範な地域で受容された。
ヘレニズム時代には、地球の自転と公転を指摘したアリスタルコスや、エウクレイデス（ユークリッド）などの科学者が輩出した。,◯,第2章　西アジアと地中海周辺,ギリシアとオリエントの科学が融合し、アレクサンドリアのムセイオンなどを中心に自然科学が大きく発展した。
