question,answer,chapter,explanation
神道と仏教が定着する過程で、仏を本体（本地）とし、神を仏が現れた姿（垂迹）とする本地垂迹説が登場したが、神道側の反発や神本仏迹説なども生まれ、両者の関係は固定されなかった。,×,1 共通テストの過去問,中世以降、神道を優位とする反本地垂迹説（神本仏迹説）や伊勢神道などが登場したため、「それ以後、関係が固定された」という記述は誤りである。
山崎闇斎は、朱子学の立場から神道と儒教を合一させた「垂加神道」を唱えた。,〇,1 共通テストの過去問,江戸初期の思想家・山崎闇斎の垂加神道に関する説明として正しい。（陽明学ではなく朱子学と結びつけた）。
平田篤胤は、本居宣長の国学を継承しつつ、異界や死後の霊魂の行方を重視する「復古神道」を大成した。,×,1 共通テストの過去問,平田篤胤は死後の世界（幽冥界）や霊魂の存在を極めて重視したため、「死後の霊魂の存在を否定した」とする記述は誤りである。
親鸞は、自らの力で善を行おうとする者だけでなく、自らの力では救われない「煩悩具足の凡夫（悪人）」こそが阿弥陀仏の救済の対象であるとする「悪人正機」を説いた。,〇,1 共通テストの過去問,『歎異抄』などに記された親鸞の「悪人正機説」の説明として正しい。
伊藤仁斎は、後世の注釈を排して直接『論語』『孟子』の言葉の意を解釈する「古義学」を唱えた。,×,1 共通テストの過去問,伊藤仁斎が唱えたのは「古義学」である。「古文辞学」を唱えて先王の道を追究したのは荻生徂徠である。
本居宣長は、儒教や仏教のような理屈っぽい考え方を「漢意（からごころ）」として批判し、人が生まれながらにもつ素直な感情である「真心」や「もののあはれ」を重視した。,〇,1 共通テストの過去問,江戸時代の国学者・本居宣長の思想説明として正しい。（なお「万人直耕の自然世」を説いたのは安藤昌益である）。
富永仲基は、仏教経典が歴史の展開の中で付加・加筆されて成立してきたことを見抜き、それを「加上（かじょう）」説として提唱した。,〇,1 共通テストの過去問,江戸中期の思想家・富永仲基の『出定後語』における「加上説（歴史的批判）」の説明として正しい。
佐久間象山は、「東洋道徳、西洋芸術（技術）」を掲げ、西洋の科学技術を導入しつつ伝統的な道徳を守る開国・公武合体派の立場をとった。,×,1 共通テストの過去問,佐久間象山は「東洋道徳、西洋芸術」を唱えたが、これは開国・富国強兵を目指した思想であり、「鎖国攘夷の立場をとった」という記述は誤りである。
西村茂樹は『日本道徳論』において、儒教と西洋哲学の精髄が一致する普遍的な「天地の真理」を基礎とし、その上に日本の道徳を確立すべきだと主張した。,〇,1 共通テストの過去問,明治初期の啓蒙思想家・西村茂樹の『日本道徳論』における国民道徳論の説明として正しい。
丸山真男は、日本の思想界が過去の思想を対決・克服することなく雑多に層として積み重ねていく状況を「雑居」的（無構造の伝統）と表現して批判した。,〇,1 共通テストの過去問,政治学者・丸山真男（『日本の思想』）による日本思想史の構造批判の説明として正しい。
夏目漱石は、西洋の発展が内発的であるのに対し、明治日本の近代化は外力によって急速にもたらされた「皮相上滑りの開化」であると批判した。,〇,1 共通テストの過去問,夏目漱石の講演『現代日本の開化』における言説として正しい。
内村鑑三は、無教会主義の立場からキリスト教を受容し、「武士道（日本の伝統的精神）の台木にキリスト教を接木する」ことで真に世界を救う思想になると説いた。,〇,1 共通テストの過去問,明治期のキリスト教思想家・内村鑑三の言説として正しい。
ソクラテスの「汝自身を知れ（無知の知）」の態度は、現代の思考法に照らすと、自らの認知活動そのものを客観的に見つめ直す「メタ認知」の重要性と結びつく。,〇,1 共通テストの過去問,古典思想（ソクラテス）と現代の認知・批判的思考（メタ認知）の対比として正しい。
J.S.ミルが他者加害を行わない限りの個人の自由や多角的な討論を重視した姿勢は、自らの偏見を離れ、他者の視点に立って多角的に物事を検証する思考態度に対応する。,〇,1 共通テストの過去問,ミルの『自由論』における思想と、批判的思考（クリティカル・シンキング）の視点の多角性に関する対比として正しい。
デカルトが絶対確実な第一原理から論理的推論によって真理を導き出そうとした演繹的アプローチは、前提から確実な結論を客観的に推導する推論能力に対応する。,〇,1 共通テストの過去問,デカルトの rationalism（理性主義・演繹法）と批判的思考における論理的推論の対比として正しい。
デューイの道具主義（問題解決のための知性）は、批判的思考（クリティカル・シンキング）において、思考を省力化するための直感的な解決手順（ヒューリスティック）を積極的に推奨する立場である。,×,1 共通テストの過去問,デューイの道具主義における「知性（reflective thinking/反省的思考）」は、安易な勘や直感（ヒューリスティック）に頼らず、課題に対して自律的・検証的に思考し続ける姿勢を重視する。
医学研究の二重盲検法において、患者にプラセボ（偽薬）か新薬かを開示しないのは、薬効への期待感や説明によって生じる「プラシーボ効果（心理的バイアス）」を排除するためである。,〇,1 共通テストの過去問,科学的検証プロセスにおける二重盲検法の目的（プラシーボ効果のコントロール）の説明として正しい。
医学研究の二重盲検法において、担当医師にもどちらの薬かを知らせないのは、観察者（医師）の期待や先入観が効果の判定に影響を与える「観察者バイアス（期待バイアス）」を排除するためである。,〇,1 共通テストの過去問,二重盲検法において医師側も非開示（ダブルブラインド）にする目的の説明として正しい。
トルストイは、『戦争と平和』などを通じて人道主義の立場から戦争や暴力を批判し、のちの非暴力思想にも大きな影響を与えた。,〇,1 共通テストの過去問,ロシアの文豪トルストイの平和思想に関する説明として正しい。
ロマン・ロランは、フランスの作家であり、第一次世界大戦の惨禍を経て『永遠平和のために』を執筆し、国際連盟の理念を提唱した。,×,1 共通テストの過去問,『永遠平和のために』を執筆したのは、ドイツの啓蒙哲学者イマヌエル・カントである（1795年）。
ガンディーは、南アフリカやインドでの反差別・独立運動において、非暴力・不服従（サティヤーグラハ）を掲げて闘った。,〇,1 共通テストの過去問,ガンディーの非暴力思想（サティヤーグラハ／真理の把握）の説明として正しい。（「アタラクシア」は古代ギリシアのエピクロス派の概念であるため混同に注意）。
キング牧師は、アメリカの黒人民権運動を指導し、キリスト教的愛とガンディーの非暴力思想に基づいてワシントン大行進などを主導した。,〇,1 共通テストの過去問,キング牧師の民権運動と非暴力思想の説明として正しい。（「生命への畏敬」はシュヴァイツァーの概念である点に留意）。
ミシェル・フーコーは、近代社会における権力（規律訓練型権力・生権力）が、監獄や病院、学校などの日常的な言説や制度を通じて人々の身体や思考を規格化・主体化していると分析した。,〇,1 共通テストの過去問,フランスの現代思想家ミシェル・フーコー（『監獄の誕生』等）の権力論の説明として正しい。
現代の「人間中心の安全保障（人間の安全保障）」は、国家の領土や体制を守る伝統的な安全保障に対し、恐怖や欠乏から個々の人間一人ひとりを守ることを重視する考え方である。,〇,1 共通テストの過去問,国連開発計画（UNDP）の1994年人間開発報告書などで提示された「人間の安全保障（Human Security）」の説明として正しい。
自分の国家や共同体だけでなく、地球上のすべての人々を同じ「世界市民」として尊重しようとする立場をコスモポリタニズム（世界市民主義）と呼び、古代ギリシアのストア派などにその起源をもつ。,〇,1 共通テストの過去問,コスモポリタニズム（ゼノンらのストア派思想および近代・現代の国際平和思想）の説明として正しい。
ジーン・シャープは、独裁体制や抑圧に対して、暴力的手段ではなく不服従・ボイコット・ストライキなどの「非暴力的闘争」を展開することで、支配者の力の源泉（協力・服従）を絶つ戦略を提唱した。,〇,1 共通テストの過去問,現代の政治学者ジーン・シャープ（『独裁体制から民主主義へ』）の非暴力革命戦略の説明として正しい。
プラトンの哲学は、後に神秘主義（新プラトン主義など）と結び付いた形で継承され、教父と呼ばれる人々がキリスト教の神学を整え教義を確立する上で大きな影響を与えた。,〇,1 共通テストの過去問,アウグスティヌスをはじめとする初期キリスト教の教父たちは、プラトンや新プラトン主義（プロティノス）の思想を受容・継承してキリスト教神学を体系化した。
イスラーム世界に流入したギリシア哲学の学問的成果が盛んに研究されたことが、後にシーア派とスンナ派の分離を生む主な論争の原因となった。,×,1 共通テストの過去問,シーア派とスンナ派の分裂（分離）は、ムハンマド死後の指導者（カリフ）の後継者問題を巡る政治的・宗教的立場の対立に由来するものであり、ギリシア哲学の流入・研究が直接の理由ではない。
トマス・アクィナスは、イスラーム世界を経由してヨーロッパに再導入されたアリストテレスの哲学を継承し、理性（哲学）とキリスト教の信仰（神学）との調和を図って体系化した。,〇,1 共通テストの過去問,中世スコラ哲学の大成者トマス・アクィナスに関する説明として正しい。
孔子は周公旦が行ったとされる礼による政治を理想としつつ、内面的な愛である仁と外観的な規範である礼を関連付け、克己復礼の思想を説いた。,〇,1 共通テストの過去問,儒家の祖である孔子の基本思想（仁・礼・克己復礼）に関する説明として正しい。
孟子は孔子の教えの中でも特に礼を重視し、礼による社会秩序を理想としつつ、その礼を人は生まれつき備えているという性善説を説いた。,×,1 共通テストの過去問,孟子は仁義（徳）に基づく王道政治や性善説を説いたが、「礼による社会秩序（礼治主義）」を特に強調したのは性悪説を唱えた荀子である。
荀子の下で学んだ韓非子は、内面の道徳性ではなく法律や刑罰を重視し、君主が権力（法・術・勢）によって人々を統御する政治を説いて法家思想を大成した。,〇,1 共通テストの過去問,法家思想を大成した韓非子に関する説明として正しい。
墨子は、儒教の家族愛的な仁を身内に偏った別愛であると批判し、すべての他者を区別なく愛し、利害の対立をなくす兼愛（および交利）を説いた。,〇,1 共通テストの過去問,墨家の祖である墨子の思想説明として正しい。
アリストテレスは、師プラトンの真理探究の姿勢を引き継ぎながらも、そのイデア論を経験的現実を重視する立場（現世主義・形質論）から批判した。,〇,1 共通テストの過去問,アリストテレスのプラトン批判に関する説明として正しい。
バラモン教の身分制度（カースト制）を批判したブッダは、人間だけでなくあらゆる生き物への暴力や無益な殺生を否定し、慈悲を説いた。,〇,1 共通テストの過去問,ブッダ（釈迦）の初期仏教思想に関する説明として正しい。
プラトン哲学を批判的に継承したアウグスティヌスは、「地上の国」は隣人愛に基づく一方、「神の国」は神への愛に基づいて成立すると説明した。,×,1 共通テストの過去問,アウグスティヌスの『神の国』において、「地上の国」は自己愛（神を軽んじる自己愛）に基づき、「神の国」は神への愛（自己を軽んじる神への愛）に基づくものと定義されている。
イエスは「私が来たのは律法や預言者を廃止するためだと思ってはならない。廃止するためではなく、完成するためである」と語り、弟子たちに新たな律法を作るよう命じた。,×,1 共通テストの過去問,イエスは律法を愛の戒めとして内面的に全う・完成（律法の真の精神の復興）させようとしたのであり、新たに「新しい形式的律法を作る」ことを命じたわけではない。
イエスは神への愛を重んじる中で、信仰を個人の内面的な活動と位置付け、洗礼などの実践をすべて否定した。,×,1 共通テストの過去問,イエス自身もヨハネから洗礼（バプテスマ）を受けており、キリスト教において洗礼などの儀礼・実践が否定されているわけではない。
イエスは「神の国は近づいた」と告げたが、それはイスラエル人が期待していた武力や政治的栄光による国ではなく、神の支配・愛が及ぶ境地であり、律法を批判する勇気がある者だけが到達できると考えた。,×,1 共通テストの過去問,神の国への入国・救済は「律法批判の勇気」によるものではなく、神の無償の愛（アガペー）を受け入れ、悔い改めて真に神と隣人を愛することによるとされる。
イエスは「隣人を自分のように愛しなさい」という律法を重んじつつ、さらに「敵を愛し、自分を迫害する者のために祈りなさい」と述べて、分け隔てない愛（アガペー）の原理を説いた。,〇,1 共通テストの過去問,『新約聖書』（マタイによる福音書など）に記されたイエスの教え（無差別・無条件の愛）として正しい。
ムハンマドは、自らに言葉を伝えた神（アッラー）を唯一無二の存在とし、ユダヤ教やキリスト教で信仰される神とは異なる上位の神として位置づけた。,×,1 共通テストの過去問,イスラームのアッラーは、ユダヤ教のヤハウェやキリスト教の神と同一の唯一神（アブラハムの神）であり、別の異なる上位神ではない。
ムハンマドは、ユダヤ教のモーセやキリスト教のイエスに続く預言者であり、神から最終的な啓示を受けた「最後の預言者」とされる。,〇,1 共通テストの過去問,イスラームにおけるムハンマドの位置づけ（最後の預言者・預言者の印）として正しい。
ムハンマドは神から受けた啓示に従い、ユダヤ教やキリスト教といった一神教の排他性を批判し、多神教との融和を図った。,×,1 共通テストの過去問,イスラームは厳しい一神教（タウヒード）であり、多神教や偶像崇拝を強く否定・排除した。
ムハンマドはキリスト教におけるイエスと同様に「神の子」であり、神の御業を代行してシャリーア（イスラーム法）を制定した。,×,1 共通テストの過去問,イスラームにおいてムハンマドは神の子ではなく、あくまで「人間である預言者（神の使徒）」である。またシャリーアの根源は神の啓示（クルアーン）等にある。
古代日本の神道では、祖先の霊は子孫を災厄から守る存在として祀られ、折口信夫は村落を離れないそうした祖先の霊を「まれびと」と呼んだ。,×,1 共通テストの過去問,民俗学者の折口信夫が提唱した「まれびと」は、他界（常世の国など）から時を定めて来訪し、人々に祝福をもたらす訪問神・稀客のことである。
古代日本において、作物の豊穣などの恵みだけでなく、自然の脅威や災害であっても神々の意思（神意・荒魂の働きなど）のあらわれと考えられた。,〇,1 共通テストの過去問,古代日本の自然観・神観念（恩恵と猛威の双方をあわせ持つ神々）の説明として正しい。
