question,answer,chapter,explanation
皮膚と血管が傷ついた直後に、傷口付近で起こる病原体に対する防御反応として、抗体産生細胞（形質細胞）が傷口の組織に集まって多量の抗体を放出する。,×,1 共通テストの過去問,抗体産生細胞が活性化して抗体を放出する「適応免疫（獲得免疫）」が働くには数日から数週間かかるため、「傷ついた直後」の初期の防御反応としては不適当です。
ある外来の水生植物が繁茂した池において、その植物を完全に根絶することが難しい場合、定期的に除去して低密度に維持することは生態系保全に有効な手段である。,〇,1 共通テストの過去問,完全な根絶（駆除）が技術的・資金的に困難な場合でも、定期的な防除によって影響の出ない「低密度」に抑えて管理することは極めて現実的で有効な手段です。
家畜は、一度自然の生態系に放たれて野生化し外来生物になっても、いずれ自然に死滅するため、人間の管理下に戻す必要はない。,×,1 共通テストの過去問,野生化した家畜（ヤギやブタなど）は強い繁殖力を持ち、在来の植生や生態系を著しく破壊することが多いため、速やかに捕獲や排除を行う必要があります。
外来の動物が増えたことで崩れた生態系のバランスを回復させるために、さらに別の種の動物を新たに導入し、食物をめぐって競合させることが有効である。,×,1 共通テストの過去問,生態系のバランスを回復させる目的で新たな外来種を導入することは、予期せぬ二次被害やさらなる生態系破壊を引き起こす危険性が極めて高いため避けるべきです。
新たに見つかった外来生物を根絶する場合には、見つかった直後に駆除するよりも、ある程度増殖するのを待ってからまとめて駆除するほうが効率がよい。,×,1 共通テストの過去問,外来生物対策において、最も防除コストが低く効果が高いのは「侵入初期（低密度時）の早期発見・即時駆除」です。増殖・拡散した後に根絶することは極めて困難になります。
原核細胞と真核細胞に共通する特徴として、どちらの細胞にも遺伝情報を保持する核酸（DNAやRNA）が存在し、それらを構成する塩基の種類も共通している。,〇,1 共通テストの過去問,原核細胞と真核細胞のどちらにも遺伝物質として核酸（DNAやRNA）が存在します。また、核酸を構成する塩基の種類（DNAにおけるA・T・G・C、RNAにおけるA・U・G・C）も共通しています。
原核細胞には代謝を促すための酵素が存在しないが、真核細胞には酵素が存在するため、真核細胞の方が代謝が速く進む。,×,1 共通テストの過去問,原核細胞（大腸菌や乳酸菌など）にも、生命活動を行うために不可欠な多数の酵素が存在しています。したがって、原核細胞に酵素が存在しないとする記述は誤りです。
原核細胞には、ATP合成の場であるミトコンドリアは存在しないが、細胞質などで生命活動に必要なATPを合成することができる。,〇,1 共通テストの過去問,ミトコンドリアは真核細胞に特有の細胞小器官であり、原核細胞には存在しません。しかし、原核細胞はミトコンドリアを持たなくても、細胞膜や細胞質基質においてATPを合成することができます。
原核細胞と真核細胞のどちらにおいても、すべての細胞は肉眼で観察することができず、観察には必ず顕微鏡が必要である。,×,1 共通テストの過去問,一般に細胞は微小ですが、真核細胞である「鳥類の卵（黄身部分）」や、単細胞の原核生物でも一部の巨大な細菌など、肉眼で観察できる例外が存在するため、すべての細胞が肉眼で観察できないとする記述は誤りです。
呼吸は、真核細胞の多くが行う生命活動であり、原核細胞は呼吸（酸素を用いた有機物の分解によるエネルギー獲得）を行うことができない。,×,1 共通テストの過去問,原核生物の中にも、酸素を用いて有機物を分解しATPを合成する「好気性細菌（酢酸菌や硝化菌など）」のように、呼吸を行う生物が多数存在します。
ヒトの体細胞において、体細胞分裂の分裂終了直後（G1期）には、DNAの複製に関わるタンパク質Yはまだ発現しておらず、タンパク質Xのみが発現している。,〇,1 共通テストの過去問,問題文の条件より、タンパク質Xは「分裂終了直後に発現を開始し、DNAの複製（S期）中に減少」し、タンパク質Yは「DNAの複製（S期）が始まると発現を開始」します。したがって、分裂終了直後であるG1期の細胞では、タンパク質Xのみが発現し、Yは発現していません。
自然免疫において重要な役割を果たすナチュラルキラー（NK）細胞は、ウイルスに感染した細胞を、食作用によって直接取り込んで分解することで排除する。,×,1 共通テストの過去問,ナチュラルキラー（NK）細胞は、ウイルス感染細胞やがん細胞を攻撃して破壊（アポトーシスなどを誘導）しますが、マクロファージや好中球のような「食作用（病原体を取り込んで分解する作用）」は持っていません。
涙やだ液に含まれる酵素であるリゾチームは、侵入してきた細菌の細胞壁を化学的に分解する働きを持つ。,〇,1 共通テストの過去問,リゾチームは、細菌の細胞壁（ペプチドグリカン層）を分解する酵素であり、自然免疫における化学的防御として機能します。
皮膚の最外層を覆う角質層や、気管の表面を覆う粘液は、ウイルスや細菌などの病原体が体内に侵入するのを防ぐ物理的・化学的障壁となる。,〇,1 共通テストの過去問,皮膚の角質層は物理的に病原体の侵入を防ぎ、気管の粘液は異物を絡め取ることで体内への侵入を防ぐ、重要な物理的防御（自然免疫）です。
汗腺から分泌される汗には、皮膚表面のpHを弱酸性に保つことで、病原菌などの微生物の繁殖を抑制する化学的防御の役割がある。,〇,1 共通テストの過去問,汗（乳酸やアミノ酸などを含む）や皮脂が混ざり合うことで、皮膚の表面はpH5〜6の弱酸性に保たれ、病原体となる細菌などの繁殖が抑えられています。
無毒化したウイルス（ワクチン）をマウスに注射した際、免疫反応が起こる過程において、リンパ節における樹状細胞とヘルパーT細胞の接触は重要な役割を果たす。,〇,1 共通テストの過去問,獲得免疫（適応免疫）の初期段階において、侵入した抗原を樹状細胞などの抗原提示細胞が取り込み、二次リンパ器官（リンパ節など）へ移動してヘルパーT細胞に抗原提示（接触）を行うプロセスは極めて重要です。
好気的な（酸素が十分にある）水槽の生態系において、余分になった窒素（N）を取り除くためには、大きく成長して生い茂った水草を定期的に切り取って水槽外に回収することが有効である。,〇,1 共通テストの過去問,水草は、硝化細菌によって生成された無機窒素化合物（アンモニウムイオンや硝酸イオン）を取り込んで成長します。そのため、窒素を取り込んだ水草を水槽外に切り取って取り除くことで、水槽内の窒素総量を効果的に減少させることができます。
光合成を行う水草などの植物は、光エネルギーを化学エネルギーに変換し、合成した有機物（同化産物）の中に蓄える。,〇,1 共通テストの過去問,光合成は、太陽の光エネルギーを利用して無機物（二酸化炭素と水）から有機物を合成する「同化」の過程であり、光エネルギーは有機物（グルコースなど）の結合を構成する化学エネルギーへと変換されます。
生物体内における物質の同化の例として、エネルギーを用いてグルコース（単糖）からグリコーゲン（多糖）を合成する過程や、ADPとリン酸からATPを合成する過程が挙げられる。,〇,1 共通テストの過去問,簡単な物質から複雑な物質を合成し、エネルギーを蓄える反応を「同化」と呼びます。単糖から多糖を合成する反応や、エネルギーを用いてADPにリン酸を結合させてATPを合成する反応は、どちらも同化に相当します。
水槽のろ過装置内に生息する硝化菌（硝化細菌）は、魚の排泄物や餌の分解によって生じる有害なアンモニウムイオンを、まず窒素分子へと変換し、その後に硝酸イオンへと変換する。,×,1 共通テストの過去問,硝化菌（亜硝酸菌や硝酸菌）の働きによる硝化のプロセスは、アンモニウムイオン（$NH_4^+$） → 亜硝酸イオン（$NO_2^-$） → 硝酸イオン（$NO_3^-$）への酸化過程です。この途中で「窒素分子（$N_2$）」が生成される（脱窒が起こる）ことはありません。
ホタルの発光器に存在する酵素ルシフェラーゼはタンパク質を主成分とする触媒であり、細胞外に取り出しても適切な基質や温度などの条件下であれば作用を発揮する。,〇,1 共通テストの過去問,酵素の主成分はタンパク質であり、化学反応を促進する生体触媒です[cite: 9]。酵素は細胞内で合成されますが、細胞外に取り出しても適切な条件下であれば触媒としての働き（活性）を失いません[cite: 9]。
DNAとRNAの両方に結合して量に比例した光を発する試薬Yを用いた実験において、抽出液にDNA分解酵素をあらかじめ作用させてから試薬Yを加えると、酵素を加えない場合（実験I）に比べて発せられる光は弱くなる。,〇,1 共通テストの過去問,抽出された白い繊維状の物質にはDNAとRNAの両方が含まれています[cite: 9]。DNA分解酵素を作用させるとDNAのみが分解され、試薬Yが結合できる核酸の総量が減るため、発せられる光は実験Iより弱くなります[cite: 9]。
移植片に対する拒絶反応において、初めて他者の皮膚を移植したとき（約10日後に脱落）に比べ、数日後同じ他者の皮膚を再び移植したとき（5〜6日後に脱落）の方が早く脱落するのは、獲得免疫における免疫記憶の働きによるものである。,〇,1 共通テストの過去問,初めて移植された非自己の組織に対しては拒絶反応の完了に約10日かかりますが、免疫記憶（記憶細胞の形成）が成立しているため、2度目に同じ非自己の組織が移植されたときにはより迅速かつ強い拒絶反応が起こり、より短い日数（5〜6日）で脱落します[cite: 9]。
致死性の毒素を注射したマウスに対し、その直後に毒素を無毒化する抗体を注射して生存させる治療法は、あらかじめ抗原（ワクチン）を接種して体内に免疫記憶を作らせておく予防接種の原理に基づいている。,×,1 共通テストの過去問,あらかじめ他者や他生物で作らせた抗体（血清）を注射して毒素を直接無毒化する治療は、「血清療法」の原理に基づいています[cite: 9]。自身の免疫記憶を呼び起こす予防接種（ワクチン接種）の原理とは異なります[cite: 9]。
下水処理場において、生活排水などに含まれる有機窒素（下水中の窒素）を取り除く生物学的処理プロセスでは、一般に「窒素固定」の後に「無機窒素化合物の同化」を行うことで気体の窒素を回収している。,×,1 共通テストの過去問,下水処理における脱窒プロセスは、有機窒素化合物が分解されて生じたアンモニウムイオンなどの「無機窒素化合物の生成」の段階を経て、微生物の働きによって窒素ガス（$N_2$）へと還元して大気中に放出する「脱窒」の順序で行われます[cite: 9]。大気中の窒素を取り込む「窒素固定」を行うわけではありません[cite: 9]。
人間活動（伐採や除草剤散布）によって森林の植生の大部分が一時的に消失すると、植物による無機窒素化合物の吸収（同化）が損なわれるため、一時的にそこから流れ出す河川水の窒素濃度は上昇し、植生の回復に伴って再び低下して元の水準へと戻る。,〇,1 共通テストの過去問,森林の植生が失われると、土壌中のアンモニウムイオンや硝酸イオンなどの窒素化合物が植物に吸収されなくなるため、雨水などによって河川へ大量に流出し、河川水の窒素濃度が一時的に上昇します[cite: 9]。その後、植生が回復して再び窒素を吸収し始めると、河川水の窒素濃度は低下して元に戻ります[cite: 9]。
真核生物の細胞において、核にはDNAとタンパク質を主な構成成分とする染色体が含まれる。,〇,1 共通テストの過去問,染色体は、主にDNAとタンパク質（ヒストンなど）から構成されている。
真核生物の細胞において、ミトコンドリアで行われる呼吸では、酸素を用いて有機物を分解する過程で最終的に水がつくられる。,〇,1 共通テストの過去問,呼吸の最終電子受容体として酸素が使われ、水素と結合して水が生成される。
ミトコンドリアは細胞核のゲノムにすべての情報が依存しているため、核とは異なる独自のDNAはもたない。,×,1 共通テストの過去問,ミトコンドリアや葉緑体は、かつて好気性細菌やシアノバクテリアが細胞内に共生した名残（共生説）であり、核とは異なる独自のDNAをもっている。
真核生物の細胞において、ATPが合成される細胞小器官には、葉緑体やミトコンドリアがある。,〇,1 共通テストの過去問,ミトコンドリアでは呼吸によって、葉緑体では光合成（光化学反応）の過程で、それぞれATPが合成される。
植物細胞の葉緑体に含まれる主な光合成色素は、アントシアン（アントシアニン）である。,×,1 共通テストの過去問,葉緑体に含まれる主な色素はクロロフィル（葉緑素）やカロテノイドなどである。アントシアンは液胞に含まれる色素であり、光合成色素ではない。
ヒトなどの動物細胞の構成成分を分析すると、質量比で最も多いのが水であり、その次に多く含まれる成分は炭水化物である。,×,1 共通テストの過去問,動物細胞の構成成分で最も多いのは水（約70%）であり、2番目に多いのはタンパク質（約15%）である。炭水化物が2番目に多くなるのは植物細胞である。
遺伝情報はDNAからRNA、そしてタンパク質へと一方向に流れていくという考え方を、セントラルドグマという。,〇,1 共通テストの過去問,DNAからRNAへ情報が伝わる「転写」、RNAからタンパク質へ情報が伝わる「翻訳」という一方向の基本原則をセントラルドグマと呼ぶ。
遺伝情報を担うDNAの二重らせんの片方の鎖の塩基配列が「ATGTA」であるとき、これと相補的に結合するDNAの塩基配列は「UACAU」である。,×,1 共通テストの過去問,DNAの塩基の対合規則は A-T、G-C であるため、相補的なDNAの配列は「TACAT」となる。「U（ウラシル）」はRNAにのみ含まれる塩基である。
遺伝情報を担うDNAの二重らせんの片方の鎖の塩基配列が「ATGTA」であるとき、これと相補的に結合する（転写される）RNAの塩基配列は「UACAU」である。,〇,1 共通テストの過去問,RNAに転写される際の塩基の対合規則は、DNAの A に対して U、T に対して A、G に対して C、C に対して G となる。よって「ATGTA」に対するRNAは「UACAU」となる。
肺炎双球菌を用いたグリフィスの実験において、非病原性のR型菌と加熱殺菌した病原性のS型菌を混ぜてネズミに注射したところ、ネズミは発症し、体内から生きたS型菌が見つかった。,〇,1 共通テストの過去問,死滅したS型菌のDNAがR型菌に取り込まれて形質が変化したため、病原性をもつ生きたS型菌が出現した。
死滅した菌の物質によって、生きた別の菌の遺伝的な性質や特徴が変化する現象を「分化」という。,×,1 共通テストの過去問,外部からのDNAなどの遺伝物質によって細胞の遺伝形質が変化する現象は「形質転換」と呼ばれる。「分化」は細胞が特定の構造や機能を持つように変化することを指す。
