question,answer,chapter,explanation
エラトステネスは、エジプトのアレキサンドリアと、そのほぼ真南に位置するシエネ（現在のアスワン）の2点間の距離を利用して地球の大きさを求めた。,◯,第1章 地球,正しい文章である。2点間がほぼ同一経度（真南北）上にあること、また太陽光線が並行に差し込むという前提条件を利用して、地球の周囲の長さを計算した。
地球の形が完全な球体ではなく、赤道方向にわずかに膨らんでいることは、フランス国内の測量で間違いであると否定された。,×,第1章 地球,間違った文章である。その後の世界各地での測量によって、地球が極方向に潰れて赤道方向に膨らんだ形（地球楕円体）をしていることは完全に事実であると実証された。
地球の層構造（地殻、マントル、核）のうち、構成する物質の平均密度が最も大きい（重い）層は地殻である。,×,第1章 地球,間違った文章である。地球は外側ほど軽く、中心にいくほど重い物質が集まっている。そのため、最も平均密度が小さい（軽い）層が地殻であり、最も大きい（重い）層は金属でできた中心の核である。
海洋地殻の厚さは約5～10 km程度であり、大陸地殻の厚さ（30～60 km程度）に比べて著しく薄い。,◯,第1章 地球,正しい文章である。海洋の底をなす海洋地殻は、陸地をなす大陸地殻に比べて非常に薄いという特徴がある。
大陸地殻の上部は主に玄武岩からできており、海洋地殻は主に花こう岩からできている。,×,第1章 地球,間違った文章である。地殻を構成する岩石の種類が逆である。大陸地殻の上部は主に花こう岩（密度が小さい）、海洋地殻は主に玄武岩（密度が大きい）からなる。
地下深くは圧力が非常に高いため、マントル内部の特定の深さでは、地震波が伝わる速度が急激に減少（遅く）する。,×,第1章 地球,間違った文章である。地下深くの圧倒的な高圧によって、マントルを構成する鉱物がよりギュッと詰まった高密度な結晶構造に変化（相転移）するため、地震波速度は急激に増加（速く）する。
アイソスタシー（地殻均衡）が成立している状態とは、マントルの上に浮かぶ地殻において、地殻にはたらく重力とマントルから受ける浮力がつり合っている状態をいう。,◯,第1章 地球,正しい文章である。長期的には液体のように流動するマントルの上に、より密度の小さい固体地殻が浮かび、重力と浮力のつり合いが保たれている。
地球の外核は液体の金属（主に鉄やニッケル）からなるのに対し、内核はほぼ同じ組成でありながら固体である。,◯,第1章 地球,正しい文章である。内核は地球の最深部（中心）にあり外核よりも高温だが、受けている圧力が極めて高いため、金属が融けずに固体の状態を維持している。
地球の中心部（内核）は、太陽の表面温度とほぼ同じである約5000～6000 ℃に達する高温の世界と考えられている。,◯,第1章 地球,正しい文章である。地下深部ほど温度は高くなり、外核の入り口付近でも約3000～4000 ℃、地球の最深部（内核）では約5000～6000 ℃の超高温になっていると考えられている。
地球の表層を覆うプレート（リソスフェア）は、その下にある、少しやわらかく流動性のあるアセノスフェアの上を非常にゆっくりと動いている。,◯,第2章 活動する地球,正しい文章である。硬い岩盤であるリソスフェア（プレート）の下には、高温で一部が融けて流動しやすくなっているアセノスフェアが存在し、プレートはその上を年間数cmの速さで移動している。
海嶺（かいれい）は新しくプレートが生まれて左右に拡大する境界であり、そこでは高温のマントル物質が沈降（下降）している。,×,第2章 活動する地球,間違った文章である。海嶺では高温のマントル物質が上昇してマグマを形成するため、活発な火山活動（火成活動）が起こっている。マントル物質が沈降するのは、プレートが沈み込む海溝（かいこう）である。
プレートが拡大する（広がる）境界の代表例として、海底の大山脈である大西洋中央海嶺や、陸上で大地が裂けている東アフリカ地溝帯（リフト帯）などが挙げられる。,◯,第2章 活動する地球,正しい文章である。拡大する境界は海底（海嶺）だけでなく、陸上で大陸の分裂が始まっている場所（東アフリカ地溝帯など）にも存在する。
プレートの沈み込み境界では、海のプレートが陸のプレートの下に沈み込んでおり、その陸側には日本列島のような島弧（とうこ）が形成される。,◯,第2章 活動する地球,正しい文章である。密度の大きい海のプレートが、陸のプレートの下へと斜めに沈み込むことで、その上陸側に火山や地震が活発な列島（島弧）や大山脈が形成される。
ヒマラヤ山脈は、どちらも密度が小さくて沈み込めない大陸プレート同士（インド大陸とユーラシア大陸）が激しく衝突し、押し上げられることで形成された。,◯,第2章 活動する地球,正しい文章である。ヒマラヤ山脈は海洋プレート同士ではなく、厚く密度の小さい大陸プレート同士の衝突によって形成された。どちらも軽いため沈み込めず、座屈して大山脈となった。
プレートがすれ違う境界はトランスフォーム断層とよばれ、ここではプレートが下に深く沈み込んでいくため、震源が300 kmより深い地震が多発する。,×,第2章 活動する地球,間違った文章である。トランスフォーム断層（例：サンアンドレアス断層）は、プレート同士が横にすれ違うだけの境界であるため、プレートの沈み込みは起こらず、発生する地震はすべて震源が浅い（約100 km未満）。
GPSなどの現代の測地技術によるプレートの移動速度は、過去数百万年の地質学的データから見積もられた平均移動速度とほぼ一致している。,◯,第2章 活動する地球,正しい文章である。GPSによる数年間の実測データと、過去数百万年の長期的な平均移動速度は驚くほどよく一致している。これはプレート運動が極めて安定的かつ継続的に行われている証拠である。
ハワイ諸島のように、マントル深部から高温の物質（プルーム）が上昇してマグマが発生し、上のプレートの移動に関わらず位置がほぼ固定されている火山活動の場所をホットスポットとよぶ。,◯,第2章 活動する地球,正しい文章である。ホットスポットの位置はマントル内に固定されており、その上をプレートが動いていくことで、移動方向に沿って年代順に並ぶ火山島列が形成される。
地殻とマントルの境界（モホ面）は岩石の種類（化学組成）が異なる境界であるのに対し、リソスフェア（プレート）とアセノスフェアの境界は岩石の硬さ（流動性）が異なる境界である。,◯,第2章 活動する地球,正しい文章である。モホ面は上部が花こう岩や玄武岩、下部がかんらん岩という岩石自体の種類の違いである。一方、プレートとその下の層は、どちらも同じかんらん岩だが、温度によって硬い（リソスフェア）か、流動的（アセノスフェア）かという物理的状態の違いである。
海洋プレートは海嶺で誕生したのち、海嶺から離れて冷えていくにつれて、下のアセノスフェアを取り込んでいくため次第に厚くなっていく。,◯,第2章 活動する地球,正しい文章である。生まれたばかりの海洋プレートは薄いが、海嶺から離れて冷やされるにつれて、アセノスフェアの上部が冷え固まってプレートの一部になるため、厚さと重さを増していく。
海洋プレートが沈み込む境界である海溝では、プレートを両側に引き離すような引っ張りの力がはたらいている。,×,第2章 活動する地球,間違った文章である。海溝はプレート同士が近づいて押し合う収束する境界であるため、押し合う力（圧縮力）がはたらいている。引き離す力がはたらくのは海嶺である。
海のプレートの上に乗って運ばれてきた堆積物が、沈み込みの際に陸側のプレートに削り取られてはりついた部分を島弧（とうこ）とよぶ。,×,第2章 活動する地球,間違った文章である。削り取られて陸側にはりついたものは付加体（ふかたい）とよばれる。島弧とは、日本列島のような島状の陸地そのもののことである。
ホットスポットであるハワイ島の下にはマグマの供給源があるが、この供給源は太平洋プレートの動きに合わせて同じ速さで一緒に移動している。,×,第2章 活動する地球,間違った文章である。ホットスポット（マグマの供給源）の位置はマントル深部に固定されており動かない。その上をプレートだけが移動していくため、火山島が列をなして形成される。
南海トラフを挟む父島と串本の距離をGPSで測定したところ、両者の距離は毎年数 cmずつ広がっており、南海トラフが拡大する境界であることが確認された。,×,第2章 活動する地球,間違った文章である。南海トラフは海のプレートが陸のプレートの下に沈み込む境界であるため、両者の距離は毎年数 cmずつ縮まって（近づいて）いる。
地球内部で起こっているマントル対流において、周囲に比べて温度が高く、密度が大きい（重い）部分がプルームとして上昇している。,×,第2章 活動する地球,間違った文章である。温められたお湯や味噌汁が軽くなって浮き上がるのと同じで、温度が高く密度が小さい（軽い）部分が浮力によって上昇する。
震源の深さが100 km以上の深発地震（しんぱつじしん）は、世界のプレート境界の中でも、特にプレートが生まれて広がる海嶺に集中して発生している。,×,第2章 活動する地球,間違った文章である。深発地震は、海のプレートが斜め深くへと沈み込んでいく海溝（沈み込み帯）に沿って発生する。海嶺付近で発生する地震はすべて浅い。
海溝型地震は、海のプレートに引きずり込まれて歪んだ海のプレート自体が、急激に跳ね返って元に戻ることで発生する。,×,第2章 活動する地球,間違った文章である。引きずり込まれて歪み、限界に達して急激に跳ね返るのは、上側にある陸のプレートである。沈み込んでいく海のプレートが跳ね返るわけではない。
陸のプレート内部の活断層がずれて起こる内陸地震（プレート内地震）は、数十〜数百年という非常に短い周期で同じ場所で繰り返し発生する。,×,第2章 活動する地球,間違った文章である。数十〜数百年という短い周期で繰り返すのは海溝型地震である。活断層による内陸地震の発生間隔は、数千〜数万年と極めて長い。
地震の規模を表すマグニチュード（M）が1大きくなると、地震が持つエネルギーは2倍になる。,×,第2章 活動する地球,間違った文章である。マグニチュードが1大きくなると、地震のエネルギーは約32倍になる（2大きくなると1000倍になる）。
震源の浅い地震では、地盤の硬さに大きな差がなければ、震度が等しい地域は震央を中心にほぼ同心円状に分布するのが普通である。,◯,第2章 活動する地球,正しい文章である。震源が浅い場合、震央（震源の真上の地表）から離れるほど地震の揺れ（地震波）は弱くなっていくため、震度分布はきれいな同心円状になりやすい。
震源の深い深発地震において、震央から遠く離れた太平洋側の地域が、震央に近い日本海側の地域よりも大きく揺れる現象を異常震域とよぶ。,◯,第2章 活動する地球,正しい文章である。これは、冷たくて硬い太平洋プレートの内部を地震波がほとんど減衰せずに遠くまでよく伝わるために起こる現象である。
地震計の記録における、最初に到着するP波の揺れ（初期微動）から、後から到着するS波の揺れ（主要動）が始まるまでの時間をPS時間（初期微動継続時間）という。,◯,第2章 活動する地球,正しい文章である。P波（縦波・速い）とS波（横波・遅い）の到着時間差のことで、この時間が長いほど震源からの距離が遠いことを示す。
震源の浅い地震において、PS時間（初期微動継続時間）を $T$（秒）、震源までの距離を $D$（km）とすると、大森公式 $D = kT$（$k \approx 8 \text{ km/s}$）の関係が成り立つ。,◯,第2章 活動する地球,正しい文章である。この比例関係を利用することで、地震計のデータから震源までのおおよその距離を簡単に算出することができる。
断層のずれ方において、断層面を境にして、上盤が下盤に対してずり下がるように動いたものを逆断層という。,×,第2章 活動する地球,間違った文章である。上盤がずり下がるのは**正断層**である。上盤が下盤にのし上がるように動くものが逆断層であり、これは両側から押し合う力（圧縮力）によって生じる。
本震の後に、その震源断層面付近で引き続き発生する多数の比較的小さな地震を余震といい、余震の震源分布を調べることで、本震の震源断層の広がり（範囲）を推定できる。,◯,第2章 活動する地球,正しい文章である。余震の発生範囲（余震域）は、本震で破壊された断層の領域とほぼ一致するため、地下に隠れた断層の広がりを特定する重要な手がかりとなる。
地震学者である和達清夫は、日本列島の地下で海溝から陸側へとほぼ垂直（真下）に深く続く深発地震の多発帯を発見した。,×,第2章 活動する地球,間違った文章である。深発地震の多発帯（和達―ベニオフ帯）は垂直ではなく、海溝から陸側に向けて斜めに沈み込むプレートに沿って分布している。
東北地方太平洋沖地震を起こした太平洋プレートは、日本列島の周りにある他のプレートに比べて、年齢が非常に若く、移動速度が遅いという特徴をもつ。,×,第2章 活動する地球,間違った文章である。太平洋プレートは、数あるプレートの中でも非常に年齢が古く（冷えて重い）、移動速度が速いという特徴がある。
海溝型地震が発生した際、引きずり込まれていた陸のプレートの先端（海溝に近い部分）が急激に跳ね返ることで、その場所の海底は急激に沈降（沈む）する。,×,第2章 活動する地球,間違った文章である。引きずり込まれて下を向いていた陸のプレートの先端は、地震の瞬間に上へ急激に隆起する（跳ね上がる）。この跳ね上がりによって海水が押し上げられ、巨大な津波が発生する。
震源断層を傾斜させたとき、断層面より下側にある岩盤を上盤（うわばん）、上側にある岩盤を下盤（かばん）とよぶ。,×,第2章 活動する地球,間違った文章である。定義が逆である。斜めになっている断層面に対して、上側（乗っかっている側）の岩盤を上盤、下側の岩盤を下盤とよぶ。
地面を左右にギュッと押し合う力（圧縮力）がはたらいたときには、上盤がずるずると滑り落ちるような正断層が形成される。,×,第2章 活動する地球,間違った文章である。押し合う力がはたらいたときに形成されるのは逆断層である（上盤が下盤にのし上がる）。正断層は、左右に引っ張る力がはたらいたときに形成される。
地震の規模（エネルギー）を表すマグニチュード（M）が1大きくなると、地震のエネルギーの大きさは約1000倍になる。,×,第2章 活動する地球,間違った文章である。マグニチュードが1大きくなるとエネルギーは約32倍になる。1000倍になるのは、マグニチュードが2大きくなったときである。
地震の震度は、ある地震そのものの規模（エネルギー）を表す尺度であり、観測地点がどこであっても同じ地震なら全国で全く同じ値になる。,×,第2章 活動する地球,間違った文章である。これはマグニチュードの説明である。震度は各地点での揺れの強さを表すため、同じ地震であっても、震源からの距離や地盤の硬さによって場所ごとに値が異なる。
日本で使われている気象庁震度階級は、完全に揺れを感じない震度0から、最も揺れが激しい震度10までの11段階に分けられている。,×,第2章 活動する地球,間違った文章である。日本の震度階級は震度7が最大である。震度5と6にはそれぞれ弱と強があるため、0〜7の計10段階に分けられている（震度8や10は存在しない）。
地震計の記録において、後からゆっくり到着する遅い波（S波）による最初の小さな揺れのことを初期微動とよぶ。,×,第2章 活動する地球,間違った文章である。最初にガタガタと届く速い波（P波）による小さな揺れを初期微動とよぶ。後から到着する遅くて大きな波（S波）による揺れは主要動とよぶ。
雨水に溶けた二酸化炭素などの化学成分によって、石灰岩が溶けてカルスト地形ができる作用は、物理的（機械的）風化の代表例である。,×,第3章 地球史の読み方,間違った文章である。水や酸による化学反応で岩石が溶けたり変質したりする作用は化学的風化に分類される。温度変化や水の凍結などで岩石が物理的に砕かれるのが物理的風化である。
風化の進行は気候に大きく左右され、乾燥した地域や寒冷な地域では化学的風化が進みやすく、温暖湿潤な地域では物理的風化が進みやすい。,×,第3章 地球史の読み方,間違った文章である。環境と風化の種類が逆である。水が乏しく凍結が起こりやすい寒冷・乾燥地域では物理的（機械的）風化が進みやすく、水が豊富で気温が高い温暖湿潤地域では化学的風化が進みやすい。
流水による侵食作用が盛んな山地から河川が平野へと流れ出る場所（谷口）では、流速が急激に小さくなるため、粗い礫や砂が扇状に堆積して扇状地が形成される。,◯,第3章 地球史の読み方,正しい文章である。谷口では川の幅が広がり流れが急に遅くなるため、運ばれてきた大きな土砂が堆積し、扇を広げたような地形（扇状地）をつくる。
河川が海や湖に流れ込む河口付近では、流れが急激に弱まることで運ばれてきた細かい砂や泥が堆積し、平坦な三角州（デルタ）が形成される。,◯,第3章 地球史の読み方,正しい文章である。河川の最下流である河口では流速がほぼゼロになるため、波に流されなかった細粒の砂や泥が広範囲に堆積して、ギリシャ文字のΔ（デルタ）に似た平坦な地形をつくる。
最後の氷期の最盛期（約1万8000年前）には、現在に比べて地球全体が今よりも温暖だったため、海面は現在よりも100〜120 m高かった。,×,第3章 地球史の読み方,間違った文章である。氷期（氷河時代）は現在よりもかなり寒冷であり、水が陸の上に巨大な氷河（氷）として固定されていたため、海に水が戻らず、海面は現在よりも100〜120 m低かった。
地震などをきっかけに大陸斜面を勢いよく流下する、土砂と水が混ざり合った泥水の流れを混濁流（乱泥流）と呼び、これが堆積してできた特徴的な地層をタービダイトと呼ぶ。,◯,第3章 地球史の読み方,正しい文章である。海底火山や地震で崩れた土砂が、濁りを含んだ高密度な泥水となって高速で海底を流れ下る。これが静かに積もることでタービダイトと呼ばれる地層ができる。
堆積物が上に積み重なった重さで押しつぶされて水分を失い、粒同士の隙間に新しい成分が入り込んで固結し、硬い堆積岩になる一連のプロセスを続成作用（ぞくせいさよう）と呼ぶ。,◯,第3章 地球史の読み方,正しい文章である。バラバラだった砂や泥などの堆積物は、長い時間をかけてこの続成作用（圧密作用やセメント作用）を受けることで、カチカチの堆積岩へと変化する。
砕屑物（砂や泥など）が集まってできた堆積岩は、粒の大きさによって分類され、直径が2 mm以上の粒を多く含むものを礫岩（れきがん）と区分する。,◯,第3章 地球史の読み方,正しい文章である。礫岩（2 mm以上）、砂岩（2 mm〜1/16 mm）、泥岩（1/16 mm未満）の分類は、岩石の成分ではなく、構成している粒子の直径（粒径）だけで決められている。
石灰岩は、サンゴやフズリナなど、ガラス（シリカ）の成分に富む殻や骨格が海底にたくさん堆積することで形成される。,×,第3章 地球史の読み方,間違った文章である。石灰岩は、サンゴ、フズリナ、有孔虫、貝殻などの炭酸カルシウム（塩酸をかけると二酸化炭素の泡を出して溶ける成分）が堆積して形成される。
チャートは、主に陸から遠く離れた深海底に、二酸化ケイ素（ガラスと同じ成分）の殻を持つ微小な浮遊生物（放散虫など）の死骸が堆積してできた非常に硬い岩石である。,◯,第3章 地球史の読み方,正しい文章である。放散虫などの二酸化ケイ素の殻を持つ生物が、土砂の届かない遠洋の深海底に降り積もって固まることで、鉄より硬いチャートという堆積岩が形成される。
乾燥した砂漠地帯や、水が凍るような寒冷な地域では、気温の変化による膨張・収縮や、岩の割れ目に入った水の凍結によって、岩石が物理的に砕かれる風化が進みやすい。,◯,第3章 地球史の読み方,正しい文章である。このような、化学変化を伴わずに岩石が細かくバラバラに砕けていく作用を物理的（機械的）風化と呼ぶ。
河川が山地から平野に出てくる場所に形成される扇状地は、流水の流速が急激に大きく（速く）なるために、礫や砂などの粗い土砂が堆積して形成される。,×,第3章 地球史の読み方,間違った文章である。山地から平野に出る場所（谷口）では、傾斜が急に緩やかになるため、流水の速度は急激に小さく（遅く）なる。これによって川が土砂を運ぶ力が落ち、粗い砂や礫が堆積して扇状地ができる。
地層中に見られる凝灰岩（ぎょうかいがん）は、有孔虫や放散虫といった水中の微小な単細胞生物の遺骸が、長期間にわたって深海底に堆積してできたものである。,×,第3章 地球史の読み方,間違った文章である。凝灰岩は、火山灰などの火山噴出物（火山砕屑物）が降り積もって固まったものである。有孔虫の遺骸でできるのは石灰岩、放散虫の遺骸でできるのはチャートである。
地震などをきっかけに発生した混濁流によって堆積した地層（タービダイト）では、1枚の地層の下部から上部に向かって粒径が粗いものから細かいものへと変化する級化構造がしばしば観察される。,◯,第3章 地球史の読み方,正しい文章である。様々な大きさの砂泥が混ざった泥水が静かに沈殿する際、大きくて重い粒ほど早く沈み、小さくて軽い粒はゆっくり沈むため、1枚の地層の下が粗く、上が細かい級化構造が形成される。
地層が左右から押しつぶされて折り曲げられた地質構造（褶曲）のうち、山状に盛り上がって凸になっている部分を背斜（はいしゃ）、谷状にくぼんで凹になっている部分を向斜（こうしゃ）とよぶ。,◯,第3章 地球史の読み方,正しい文章である。褶曲（しゅうきょく）構造において、上に凸の山状になっている部分を背斜、下に凸の谷状になっている部分を向斜と呼ぶ。
接触変成作用は、貫入してきた高温のマグマに接した周囲の岩石が、熱によって再結晶化する変成作用であり、石灰岩がこの作用を受けると結晶質石灰岩（大理石）に変化する。,◯,第3章 地球史の読み方,正しい文章である。マグマの熱（高温）によって元の岩石の成分が変化する作用を接触変成作用と呼ぶ。泥岩は非常に硬いホルンフェルスになり、石灰岩は大理石（結晶質石灰岩）になる。
斜めに入った縞模様であるクロスラミナ（斜交葉理）において、もともとの縞模様が上の地層によってスパッと切り取られている状態が、地層が逆転していない正常な上下関係（上が新しい）である。,×,第3章 地球史の読み方,間違った文章である。物事は切られる側（古い）が先にあって、切る側（新しい）が後から来るのが基本原則である。したがって、下にある縞模様が上の新しい地層によって切られている状態が、正常な（上が新しい）地層の重なり方である。
地層の下面（底面）に見られるソールマーク（底痕）のうち、地表を流れる風や穏やかな水流の波によって、地層の上面にできる波状の模様をリプルマーク（漣痕）という。,◯,第3章 地球史の読み方,正しい文章である。リプルマークは、浅い海や湖の底で風や波によって砂の表面にできるさざ波のような模様のことであり、地層の上面に現れる特徴的な構造である。
平行不整合とは、不整合面（かつて陸地で削られた境界面）の下にある古い地層が、地殻変動で斜めに傾いた状態で、その上に新しい地層が水平に堆積した関係をいう。,×,第3章 地球史の読み方,間違った文章である。古い地層が傾斜した状態で新しい地層と斜めに接しているものは傾斜不整合と呼ぶ。上下の地層が互いに平行な関係を保ったまま接しているものを平行不整合と呼ぶ。
地層の傾き（走向）をクリノメーターという器具で測る際、北を指す磁針ではなく、重力で真下を指す傾斜計（振子）の目盛りを読み取る。,×,第3章 地球史の読み方,間違った文章である。走向（地層が水平面と交わる方角）を測定するときは、方角を知るために磁針の目盛りを読み取る。重力で揺れる傾斜計（振子）の目盛りを読み取るのは、地層の傾き（傾斜角度）を測定するときである。
地震を伴う急激な断層運動によって形成される断層は、プレートがすれ違う境界でのみ形成され、プレートが収束する（押し合う）境界では形成されない。,×,第3章 地球史の読み方,間違った文章である。断層はすべてのプレート境界やプレート内部で形成される。特にプレートが押し合う収束する境界では、巨大な逆断層が頻繁に形成されて大きな地震を引き起こす。
プレートの沈み込み帯の深部にもち込まれた岩石は、冷たいプレートと一緒に沈んでいくため、温度はあまり上がらずに圧力だけが非常に高い状態になり、広域変成作用を受ける。,◯,第3章 地球史の読み方,正しい文章である。沈み込み帯は冷たい海のプレートが沈む場所であるため、地下深くでも温度は上がりにくい。しかし押し潰される圧力は超強力なため、低温・高圧型の広域変成作用が起こり、結晶片岩などの変成岩が広範囲に形成される。
同一の化学組成をもちながら結晶構造が異なるらん晶石（らんしょうせき）が含まれる変成岩は、比較的圧力が高い環境で変成作用を受けたことを示している。,◯,第3章 地球史の読み方,正しい文章である。らん晶石・珪線石・紅柱石は同じ化学組成を持つ多形（同質異像）の関係にある。このうちらん晶石は、最も高圧な環境で形成されるため、高圧の変成作用を示す指標となる。
現在は過去の鍵であるという言葉に象徴される斉一説（せいいつせつ）は、イギリスの地質学者ライエルらによって確立され、近代地質学の基礎となった。,◯,第3章 地球史の読み方,正しい文章である。過去に起きた地学的な現象も、現在と同じ自然の法則（物理法則など）に従って生じたとする考え方であり、近代地質学の大前提となっている。
地層累重の法則（ちそうるいじゅうのほうそく）とは、激しい変形や逆転がない地層では、常に古い地層が下位に、新しい地層が上位に重なるという法則である。,◯,第3章 地球史の読み方,正しい文章である。ステノによって提唱されたこの法則は、地層が下から上へと順番に積もっていくという極めてシンプルかつ重要な地質学の基本原則である。
不整合は、過去の大きな地殻変動（隆起や沈降）を示す重要な証拠であり、不整合面の下にある古い地層は必ず水平に堆積している。,×,第3章 地球史の読み方,間違った文章である。不整合面の下にある古い地層は、地殻変動によって傾いたり（傾斜不整合）、ぐにゃぐにゃに曲がったり（褶曲）していることも多い。そのため、必ずしも水平であるとは限らない。
地球表層の岩石が、火成岩・堆積岩・変成岩の間で、風化・侵食や、地下深部での熱・圧力、融解などの作用によって姿を変えながら循環する過程を岩石サイクルとよぶ。,◯,第3章 地球史の読み方,正しい文章である。岩石は一度できたらそのままではなく、地殻変動や風化、マグマの発生などによって、何億年もの時間をかけて互いに変化し合いながら循環している。
