question,answer,chapter,explanation
漢字の銘文がある，和歌山県橋本市隅田八幡神社の青銅鏡は何か。,隅田八幡神社人物画像鏡,第2章,和歌山県で見つかった鏡。443年（または503年）の銘文があり、倭王（大王）の権威を示します。
三重県伊勢市にある天照大神を祀る神社は何か。,伊勢神宮,第2章,三重県にある神社。天照大神（皇祖神）を祀り、神明造という建築様式が特徴です。
大社造の本殿がある島根県出雲市の大国主神を祀る神社は何か。,出雲大社,第2章,島根県にある神社。大国主神を祀り、大社造という建築様式が特徴です。
奈良県桜井市の三輪山を神体として大物主神を祀る神社は何か。,大神神社,第2章,奈良県にある神社。三輪山そのものを神体（御神体）として祀る、日本最古の神社の一つです。
福岡県宗像市の宗像大社を構成する沖津宮として海上交通の神が祀られ，巨岩群を中心に４～９世紀の祭祀遺跡が分布する島は何か。,沖ノ島,第2章,福岡県にある島。「神宿る島」として知られ、ヤマト政権による国家規模の祭祀跡が発見されています。
６世紀半ばにまとめられたとされる大王の系譜を何というか。,帝紀,第2章,6世紀半ばに編纂された、歴代天皇の系譜を記した史料。後の『記紀』の史料となりました。
６世紀半ばにまとめられたとされる朝廷の伝承・説話を何というか。,旧辞,第2章,6世紀半ばに編纂された、神話や伝承を記した史料。後の『記紀』の史料となりました。
ろくろで成形し，のぼり窯により高温で焼き上げるなど朝鮮伝来の技法で作られ，祭祀などに使われた灰色で硬質の土器は何か。,須恵器,第2章,朝鮮半島から伝わった技術で焼かれた、硬質で灰色の土器。穴窯で高温焼成されました。
弥生土器の製法で作られ，日用品として使われた赤色の土器は何か。,土師器,第2章,縄文・弥生土器の流れをくむ、赤褐色の土器。古墳時代から平安時代にかけて日常的に使われました。
春に五穀豊穣を祈る祭りをそれぞれ何というか。,祈年の祭り,第2章,春にその年の豊作を祈る祭り。現在も「祈年祭（きねんさい）」として皇室で行われています。
川や海など水の中に入り心身の穢れを洗い清めることをそれぞれ何というか。,禊,第2章,水を浴びて心身の汚れ（けがれ）を洗い流す宗教儀式です。
ヤマト政権が中央・地方の豪族を支配下に組み入れるために作った政治的身分制度は何か。,氏姓制度,第2章,氏（うじ）という同族集団を単位に、姓（かばね）を与えて官職を分担させたヤマト政権の支配体制です。
血族を中心に構成された同族集団を氏というが，そのなかで氏人らを統率したものを何というか。,氏上,第2章,「氏」の首長のこと。氏の神（氏神）を祭り、一族を統率し、政権に出仕しました。
大王が家柄や職業に応じて豪族に与えた姓（カバネ）のうち，葛城氏・巨勢氏・蘇我氏など地名を氏の名とした有力豪族に与えられたものは何か。,臣,第2章,葛城氏など、ヤマト政権の有力豪族に与えられた姓の一つです。
蘇我氏のような，７の姓の最有力者に任じられた地位は何か。,大臣,第2章,多くの「臣」の中から選ばれた、最高執政官にあたる役職です。
大伴氏・物部氏・中臣氏・忌部氏など特定の職能を氏の名とした有力豪族に与えられた姓（カバネ）は何か。,連,第2章,大伴氏や物部氏など、特定の職能で政権に仕えた豪族に与えられた姓です。
大伴氏・物部氏など，９の姓の最有力者に任じられた地位は何か。,大連,第2章,多くの「連」の中から選ばれた、最高執政官にあたる役職です。
地方支配を任された有力な地方豪族に与えられ，軍事的な役割も担った官職を何というか。,国造,第2章,地方豪族をヤマト政権の地方官として任命した地位。主に警察や徴税を担いました。
527年，ヤマト政権が朝鮮南部に派遣しようとした軍を，新羅と結んだ筑紫国造が妨害して，翌年鎮圧された戦乱を何というか。,磐井の乱,第2章,527年、筑紫国造（九州）が新羅と結んで反乱を起こし、ヤマト政権に鎮圧された事件です。
仏教受容問題や皇位継承をめぐって対立した蘇我馬子と争い，587年に敗死した人物は誰か。,物部守屋,第2章,仏教受容をめぐって蘇我氏と対立した大連。物部氏は軍事・祭祀を司っていました。
軍事・財政・祭祀などの職務で朝廷に奉仕する官人を伴というが，それを率いる首長を何というか。,伴造,第2章,特定の技術や職能を持って大王や有力豪族に仕えた集団のリーダーです。
伴造の首長に従い，それぞれの職能で奉仕した錦織部・韓鍛冶部・陶作部（陶部）・鞍作部などの集団を何というか。,品部,第2章,伴造（とものみやつこ）に率いられ、特定の職能を提供した渡来系の人々などの集団です。
大王家の直轄民で，大王家一族の生活を支えた部民を何というか。,子代/名代,第2章,大王家（天皇職）の直轄民。各地に配置され、政権の経済基盤となりました。
倉庫の意味から転じたもので，ヤマト政権が各地に設けた直轄地を何というか。,屯倉,第2章,ヤマト政権（大王家）の直轄領。地方支配の拠点としての役割も持ちました。
古墳時代の有力な豪族らが所有し，農業経営を行い経済的基盤とした私有地は何か。,田荘,第2章,有力な豪族が私有した土地。のちに公地公民制によって廃止されます。
田荘を耕作した，有力な豪族らの私有民を何というか。,部曲,第2章,有力な豪族が私有した民。家来として労働に従事しました。
氏や氏を構成する家々で，奴隷として使われていた階層は何か。,ヤツコ/奴,第2章,豪族や農民に隷属し、家内労働などに従事させられた低い身分の人々です。
熱湯に手を入れさせて真偽を判断する神判方法を何というか。,盟神探湯,第2章,熱湯に手を入れさせ、火傷の有無で主張の真偽を判定する古代の裁判・占いの手法です。
鹿の骨などを焼いて水を打ち，ひびの形で吉凶を占う儀式は何か。,太占の法,第2章,鹿の肩甲骨を焼いて、そのひび割れの形で吉凶を占う古代の占法です。
512年，百済の求めに応じて加耶西部（任那四県）を割譲し，のちにこれを失政と非難されて540年に失脚した大連は誰か。,大伴金村,第2章,6世紀前半の大連。朝鮮半島（任那）の4県割譲を認め、失脚しました。
物部尾輿と崇仏論争で争った，蘇我氏台頭の礎を築いた人物は誰か。,蘇我稲目,第2章,6世紀半ばの大臣。仏教の受容を推進し、物部氏と激しく対立しました。
蘇我氏の一族が管理した斎蔵・内蔵・大蔵を総称して何というか。,三蔵,第2章,渡来系の人々が管理した、ヤマト政権の財物・記録を保管する3つの蔵（斎蔵・内蔵・大蔵）です。
7世紀中頃には，近畿の大王の墓にのみ特有の形の墳墓が造営されたが，それを何というか。,八角墳,第2章,古墳時代終末期の大王の墓に見られる、上から見ると八角形の形をした古墳です。
大臣の蘇我馬子が大連の物部守屋を滅ぼしたのちに擁立した天皇で，592年に対立を深めた蘇我馬子により暗殺された人物は誰か。,崇峻天皇,第2章,蘇我馬子によって擁立されましたが、後に馬子と対立し、暗殺された天皇です。
592年に初の女性の天皇として即位した，敏達天皇の后であった人物は誰か。,推古天皇,第2章,日本初の女性天皇。聖徳太子を摂政とし、蘇我馬子とともに国家体制を整えました。
叔母である２の天皇に取り立てられ，蘇我馬子と協力して政治改革にあたった人物は誰か。,厩戸王/聖徳太子,第2章,推古天皇の摂政。冠位十二階や憲法十七条を定め、天皇中心の政治を目指しました。
603年に制定され，氏族ではなく個人の能力や功績によって冠位が与えられた，人材登用のための官位制度を何というか。,冠位十二階,第2章,家柄ではなく個人の才能や功績に応じて官位を与える制度。官僚制の先駆けとなりました。
604年に制定された，仏教の理念を取り入れて役人としての心構えを説いたものは何か。,憲法十七条,第2章,役人の心得を説いたもの。「和を以て貴しとなす」で知られ、仏教や儒教の思想が反映されています。
推古天皇の天皇の時代に，中国の隋に派遣された外交使節を何というか。,遣隋使,第2章,隋の皇帝に送った使節。対等な外交を求め、中国の進んだ制度や文化を導入しました。
遣隋使の使節として，607年に中国皇帝に臣属しない形式をとった国書を隋に持参し，翌年に答礼使の裴世清と共に帰国した人物は誰か。,小野妹子,第2章,最初の遣隋使として派遣された人物。隋の煬帝に「日出づる処の天子…」の国書を届けました。
７世紀前半，仏教の広まりとともに蘇我氏や王族が担い手となった，仏教色の強い文化を何というか。,飛鳥文化,第2章,聖徳太子の時代を中心に、飛鳥地方で栄えた日本初の仏教文化です。
氏族一門によって建立され，帰依を受けた寺を何というか。,氏寺,第2章,有力な豪族が、一族の繁栄を祈って建立した寺院。蘇我氏の飛鳥寺などが代表的です。
蘇我馬子の発願により建立された，本格的な伽藍を持ち別名法興寺とも呼ばれた寺院を何というか。,飛鳥寺,第2章,蘇我馬子が建立した日本最古の本格的寺院。法興寺とも呼ばれます。
厩戸王が物部守屋との戦いの勝利を祈願し，成就したために建立した寺院を何というか。,四天王寺,第2章,聖徳太子が摂津（大阪）に建立した寺院。難波の地に建てられました。
厩戸王の撰と伝えられる，法華経・勝鬘経・維摩経の注釈書を何というか。,三経義疏,第2章,聖徳太子が書いたとされる、仏教の経典（法華経・維摩経・勝鬘経）の注釈書です。
厩戸王の人物の発願によって建立された，金堂や五重塔などを持ち別名斑鳩寺とも呼ばれる寺院は何か。,法隆寺,第2章,聖徳太子が建立。世界最古の木造建築が現存し、西院伽藍と東院伽藍に分かれています。
法隆寺金堂釈迦三尊像など，杏仁形の目や仰月形の唇などの特徴をもつ北魏様式の像を作製し，止利仏師といわれた人物は誰か。,鞍作鳥,第2章,渡来系の飛鳥時代の代表的な彫刻家。法隆寺金堂釈迦三尊像などを制作しました。
鞍作鳥の人物の作で，俗に飛鳥大仏とよばれる現存最古の仏像は何か。,飛鳥寺釈迦如来像,第2章,飛鳥寺の本尊。鞍作鳥の作とされる日本最古の仏像で、古拙な微笑（アルカイックスマイル）が特徴です。
片足を腿の上に乗せて手を頬にあてた百済・中国南朝様式の木製の仏像で，鞍作鳥が建立した奈良県生駒郡斑鳩町の寺の仏像は何か。,中宮寺半跏思惟像,第2章,飛鳥時代を代表する木造彫刻。右足を左膝にのせ、右手の指先を頬に添えて深く思索する姿（半跏思惟）が特徴。古拙な微笑（アルカイックスマイル）の傑作として有名です。
飛鳥・白鳳文化期に多く作られた，銅像に鍍金を施した仏像は何か。,金銅像,第2章,銅に金メッキを施した仏像。飛鳥時代の多くの仏像はこの技法で制作されました。
厩戸王の没後に，妃の橘大郎女が３の人物の往生した世界を表現するためにつくらせた，中宮寺蔵の絵画刺繍は何か。,天寿国繍帳,第2章,聖徳太子の死後、妃が太子の死後の世界を刺繍させたもの。当時の服飾を知る貴重な史料です。
602年に渡来し，暦法・天文・地理の書を伝えた百済の僧は誰か。,観勒,第2章,百済から来日した僧。暦法、天文、地理などを日本に伝えました。
610年に渡来し，絵の具・紙墨の技法を伝えた高句麗の僧は誰か。,曇徴,第2章,高句麗から来日した僧。彩色（絵の具）、紙、墨の製法を日本に伝えました。
明治初年のフェノロサらの調査で解明された法隆寺の秘仏は何か。,法隆寺夢殿救世観音像,第2章,法隆寺夢殿の本尊。明治時代にフェノロサが調査するまで秘仏とされ、保存状態が非常に良い木造像です。
父親である蘇我蝦夷とともに権力をふるい，有力な皇位継承候補であった山背大兄王を自殺に追い込んだ人物は誰か。,蘇我入鹿,第3章,蘇我蝦夷の子。父とともに権力を独占しましたが、乙巳の変で中大兄皇子らに暗殺されました。
中大兄皇子（のちの天智天皇）らが１の人物を暗殺し，さらには蘇我蝦夷を自殺に追い込んだ，645年の政変を何というか。,乙巳の変,第3章,645年、中大兄皇子と中臣鎌足らが蘇我入鹿を暗殺し、蘇我氏を失倒させた政変です。
645年の２の政変にはじまり，改新の詔による公地公民制への移行など，天皇中心の中央集権国家を目指した一連の政治改革は何か。,大化改新,第3章,乙巳の変の後に始まった政治改革。公地公民制の導入など、中央集権化を目指しました。
乙巳の変を行った中大兄皇子と中臣鎌足が，皇極天皇の次に擁立した天皇は誰か。,孝徳天皇,第3章,大化改新の際、飛鳥から難波長柄豊碕宮に都を移し、新政権を樹立した天皇です。
大化改新の改革で，政治顧問である国博士となった留学生は誰か。,高向玄理,第3章,遣隋使として中国へ渡り30年以上滞在した知識人。帰国後、国博士（くにのはかせ）として大化改新の政治顧問となり、唐の進んだ制度の導入を指導しました。
663年，倭が百済再興の救援のため朝鮮半島まで出兵し，唐・新羅の連合軍に大敗した戦いを何というか。,白村江の戦い,第3章,663年、百済復興を助けるために送った日本軍が、唐・新羅の連合軍に大敗した戦いです。
皇極天皇の重祚である斉明天皇の死後，中大兄皇子が667年に遷都して天智天皇として即位した宮はどこか。,近江大津宮,第3章,白村江の戦いの敗北後、中大兄皇子（天智天皇）が国防のために飛鳥から移した近江の都です。
670年に天智天皇の下で作成された，最初の全国的な戸籍は何か。,庚午年籍,第3章,670年に作成された日本最古の全国的な戸籍。徴税や徴兵の台帳となりました。
672年に起きた，皇位継承をめぐる大海人皇子と大友皇子の争いを何というか。,壬申の乱,第3章,672年、天智天皇の後継をめぐり、大海人皇子が大友皇子を倒して即位した古代最大の内乱です。
大海人皇子は673年に飛鳥浄御原宮で即位したが，何天皇というか。,天武天皇,第3章,壬申の乱に勝利して即位。強力な権力を持ち、律令国家の基礎を固めました。
天武天皇が684年に定めた，豪族層の新しい身分秩序は何か。,八色の姓,第3章,天武天皇が制定した、皇族や豪族を8つのランクに再編した新しい姓（かばね）の制度です。
天武天皇の時に編纂され，持統天皇が689年に施行した令は何か。,飛鳥浄御原令,第3章,天武天皇が編纂を命じ、持統天皇の代に施行された律令。法令の整備が大きく進みました。
