question,answer,chapter,explanation
愛媛玉ぐし料訴訟の最高裁判決（1997年）では、愛媛県が靖国神社などに公費から玉ぐし料を支出したことについて、憲法の政教分離原則に違反し違憲であるとされた。,〇,1 共通テストの過去問,最高裁は、県による靖国神社などへの玉ぐし料の公金支出について、特定の宗教への援助・助長にあたり政教分離原則に違反する（違憲）と判決しました。
空知太神社訴訟の最高裁判決（2010年）では、地域の神社の敷地として市が公有地を無償で使用させていることについて、憲法の政教分離原則に違反し違憲であるとされた。,〇,1 共通テストの過去問,最高裁は、市有地を神社の敷地として無償提供し続けることは、特定の宗教を特別に支援していると評価され、政教分離原則に違反する（違憲）と判決しました。
那覇孔子廟訴訟の最高裁判決（2021年）では、孔子を祀る施設の敷地として市が公有地を無償で使用させていることについて、憲法の政教分離原則に違反し違憲であるとされた。,〇,1 共通テストの過去問,最高裁は、孔子廟の施設に対して市有地使用料を全額免除する行為は、特定の宗教的活動を援助するものであり政教分離原則に違反する（違憲）と判決しました。
世界貿易機関（WTO）における最恵国待遇の原則とは、協定を締結しているある国からの輸入に対して関税を引き下げた場合、他のすべての加盟国からの輸入に対しても即座に同じ条件を適用しなければならないとするルールである。,〇,1 共通テストの過去問,最恵国待遇の原則は、特定の国に与えた最も有利な待遇を、他のすべての加盟国にも無条件で一律に適用することを定めたWTOの基本原則です。
安全保障理事会（安保理）は、常任理事国5か国と非常任理事国10か国で構成され、その非常任理事国は経済社会理事会によって選挙される。,×,1 共通テストの過去問,安保理の非常任理事国（10か国）を選挙によって選出するのは国連総会です。
国連の主要機関の一つである国際司法裁判所（ICJ）が裁判を行うためには、その裁判権に対して、紛争当事国双方が同意していることが原則として必要である。,〇,1 共通テストの過去問,国際司法裁判所（ICJ）は、裁判を行う権限に対して、紛争当事国双方による同意があると認められる場合に裁判を行うことができます。
国際連合における事務局の長である事務総長は、安全保障理事会の勧告に基づいて、総会が任命する。,〇,1 共通テストの過去問,国連事務総長は、安全保障理事会の勧告に基づいて、総会が任命することが定められています。
日本における実質経済成長率は、名目経済成長率から、物価変動の影響に加えて失業率の変動の影響も除いたものである。,×,1 共通テストの過去問,実質経済成長率は、名目経済成長率から物価の変動の影響を除いたものであり、失業率は関係ありません。
日本において1990年代に推進された金融システム改革（日本版金融ビッグバン）の規制緩和の中で、それまで独占禁止法で原則として禁止されていた持株会社の設立が解禁された。,〇,1 共通テストの過去問,金融ビッグバンの規制緩和が進められる中、独占禁止法で禁止されていた持株会社の設立が解禁され、金融機関などの再編が進みました。
日本国憲法が保障する職業選択の自由（第22条1項）には、みずから選択した職業を実際に営む営業の自由も含まれるとするのが通説および判例の立場である。,〇,1 共通テストの過去問,憲法第22条1項の職業選択の自由には、選択した職業を実際に営む営業の自由も保障に含まれていると考えられています。
薬事法距離制限違憲訴訟（1975年）において、最高裁判所は、適正な配置によって薬局の乱立を防ぐための距離制限規定について、職業選択の自由（営業の自由）を侵害せず合憲であると判断した。,×,1 共通テストの過去問,最高裁は、既存の薬局から一定の距離内での新規開設を制限する薬事法の規定について、職業選択（営業）の自由を侵害するとして違憲と判決しました。
日本国憲法第29条によれば、私有財産を公共のために用いるときには、国は正当な補償を支払うことなしにこれを収用することができる。,×,1 共通テストの過去問,憲法第29条3項は私有財産は、正当な補償の下に、これを公共のために用ひることができると定めており、補償なしでの収用は認められません。
地方公共団体が自らの財源として自主的に徴収する地方税は、自主財源に区分される。,〇,1 共通テストの過去問,地方税のように、地方公共団体が自ら自主的に調達して徴収できる財源は自主財源に区分されます。
国が地方への国庫支出金を削減し、その削減分に見合う税源を国税から地方税に移譲（税源移譲）すると、地方公共団体の自主財源の割合が増える。,〇,1 共通テストの過去問,使途が指定されている国庫支出金（依存財源）を減らし、代わりに地方税（自主財源）を増やすことで、地方の自主財源比率は高まります。
地方公共団体が財源不足を補うために発行する（国や金融機関などから借金をする）地方債は、自主財源に区分される。,×,1 共通テストの過去問,地方債は地方公共団体が借り入れるものですが、実質的には将来返済が必要な借金であり、依存財源に区分されます。
地方公共団体の議会が、首長に対する不信任決議案を可決した場合、首長は対抗措置として議会を解散することができる。,〇,1 共通テストの過去問,地方自治法上、議会から不信任決議を可決された首長は、対抗して議会を解散することができます。
モノカルチャー経済への依存を背景に、先進工業国とアジア・アフリカ・ラテンアメリカなどの発展途上国との間に生じる経済格差を南北問題と呼ぶ。,〇,1 共通テストの過去問,先進国と発展途上国との間の経済格差をめぐる問題は、世界的な位置関係になぞらえて南北問題と呼ばれます。
男女間格差の度合いを、政治、経済、教育、健康などの観点から数値化したものを人間開発指数（HDI）と呼ぶ。,×,1 共通テストの過去問,男女間格差の度合いを政治、経済、教育、健康の観点から数値化したものはジェンダー・ギャップ指数（GGI）です。人間開発指数（HDI）は保健、教育、所得の観点から開発の達成度を測る指数です。
日本国憲法第14条が明記している差別禁止の対象には、法の下の平等が含まれる。,〇,1 共通テストの過去問,日本国憲法第14条第1項はすべて国民は、法の下に平等であつて、人種、信条、性別、社会的身分又は門地により、政治的、経済的又は社会的関係において、差別されないと規定しており、法の下の平等を明記しています。
日本が女性差別撤廃条約を批准したことに伴い、同じ年に制定された法律は男女共同参画社会基本法である。,×,1 共通テストの過去問,日本が女性差別撤廃条約を批准した1985年に制定（翌年施行）されたのは男女雇用機会均等法です。男女共同参画社会基本法は1999年に制定されました。
個性や属性にかかわらず、すべての人を同じように扱うことという意味での平等は、形式的平等と呼ばれる。,〇,1 共通テストの過去問,個性や属性を考慮せず、全員を一律かつ同様に扱う平等は形式的平等と定義されます。
差別が残る事実に対して、クオータ制などの優遇制度を導入して結果的な格差を是正しようとするやり方は実質的平等の実現を目指すものである。,〇,1 共通テストの過去問,実質的平等は、単なる機会の均等にとどまらず、事実上の格差や不平等を解消するために特別な措置（アファーマティブ・アクションやクオータ制など）を用いる手法を含みます。
アイヌ民族に対する差別解消に向け、2019年に制定された法律により、アイヌ民族は法律上初めて先住民族と明記された。この法律の名称はアイヌ文化振興法である。,×,1 共通テストの過去問,アイヌ民族を初めて法律上先住民族と明記したのは、2019年に制定されたアイヌ施策推進法（アイヌ民族支援法）です。1997年制定のアイヌ文化振興法には先住民族という明記はありませんでした。
哲学者のハーバーマスによれば、公共空間では対等な立場で自由に意見を交わす共通理解のもとで合意を形成していくことが大切であり、そのために対話的理性が必要であるとされる。,〇,1 共通テストの過去問,ハーバーマスは『コミュニケーション的行為の理論』等において、理性的で対等な対話を通じた合意形成（対話的理性）の重要性を主張しました。
哲学者のアーレントは、人間の営みを労働仕事活動の三種類に分け、言葉を通して関わり合う営みである活動こそが公共空間を形成すると論じた。,〇,1 共通テストの過去問,ハンナ・アーレントは『人間の条件』において、人間生活の基本活動（ヴィタ・アクティヴァ）を労働仕事活動（アクション）に分類し、他者と言葉と行為を通じて関わる活動を最も重視しました。
衆議院の選挙制度において、一票の格差を是正するために、複数の県を一つにまとめる合区が導入された。,×,1 共通テストの過去問,一票の格差（投票価値の平等）を是正するために合区が導入されたのは、参議院の選挙区選挙です。
自国での食料生産（農業）の増加は、輸入が途絶した際のリスクを下げることによって、食料安全保障の確保に貢献しうる。,〇,1 共通テストの過去問,食料安全保障（フード・セキュリティ）とは、すべての国民が将来にわたって十分な食料を得られるようにすることであり、国内の食料自給力の維持・向上はその中核をなします。
地域で作られた食料をその地域内で消費することは地産地消と呼ばれ、輸送負荷を減らし環境保護にもつながる。,〇,1 共通テストの過去問,地産地消は、地域生産・地域消費の略であり、フードマイレージ（食料総重量×輸送距離）を削減することで環境負荷（CO2排出など）の低減に寄与します。
思想の自由市場論の考え方を踏まえると、日本国憲法で定められている検閲の禁止は、危険な言論を取り除くことで思想の自由市場を健全に保ち続けるために重要である。,×,1 共通テストの過去問,思想の自由市場論は、国などの権力が危険とみなす言論を事前に排除するのではなく、意見の自由なやりとりを確保することで、自浄作用により真理を探究し続けることを本質とします。したがって、検閲の禁止は意見の自由なやりとりを確保し、真理を探究し続けるために重要です。
日本のふるさと納税制度において、家族構成などの条件が同一の個人間で比較した場合、所得が高くなるほどふるさと納税の控除上限額は高くなる。,〇,1 共通テストの過去問,所得税の累進課税や住民税額の仕組み上、所得が高い（納税額が多い）人ほど寄附金控除の上限額が引き上がります。
防災や減災の目的で防潮堤などを設置する際、土地所有者の意思に反して強制的に土地を収用する場合、憲法に基づき適切な国家賠償がなされる必要がある。,×,1 共通テストの過去問,公共の利益のために適法に財産権を制限・収用する場合は、憲法第29条第3項に基づき損失補償が行われます。国家賠償は公務員の違法な公権力行使によって損害を受けた場合の制度です。
国や地方公共団体が洪水浸水想定区域を指定することは、行政主体が主導する防災・減災対策であるため公助に該当する。,〇,1 共通テストの過去問,自助（自分で守る）共助（地域で助け合う）に対し、国や自治体などの公的機関による災害対策やインフラ整備、法的な指定等は公助に分類されます。
市中銀行が中央銀行に開いている当座預金残高などの決済用資金は、金融政策（公開市場操作）によって直接的にコントロールされるマネーストックである。,×,1 共通テストの過去問,中央銀行が直接供給する通貨（現行通貨と日銀当座預金）の合計はマネタリーベースです。マネーストックは、一般法人や個人などの通貨保有主体が保有する通貨量の合計を指します。
中国がWTO（世界貿易機関）に加盟したのは、世界金融危機の発生（2008年）よりも前の出来事である。,〇,1 共通テストの過去問,中国がWTOに加盟したのは2001年です。世界金融危機の契機となったサブプライムローン問題の表面化（2007〜2008年）よりも前の出来事にあたります。
国際刑事裁判所（ICC）は、国際司法裁判所（ICJ）によって有罪判決を下された個人が、判決を不服として上訴するための上訴裁としての役割を担っている。,×,1 共通テストの過去問,国際刑事裁判所（ICC）は、個人の重大な国際犯罪（ジェノサイド、人道に対する罪、戦争犯罪など）を直接裁く常設の独立した裁判所です。国家間の紛争を扱う国際司法裁判所（ICJ）からの上訴を扱う機関ではありません。
発展途上国の低所得層を対象（顧客や生産者など）にしてビジネスを行い、現地の生活水準向上と自社の利益創出を同時に成立させる持続可能な事業活動をBOPビジネスという。,〇,1 共通テストの過去問,BOP（Base of the Pyramid）ビジネスは、購買力の低い開発途上国の低所得層を対象とし、社会的課題の解決とビジネスの成立を両立させるアプローチです。
すべての国民に対し、職業や所得などの個別事情を一切問わず、無条件で定期的に一定額の現金を給付する社会保障構想はミニマム・アクセスと呼ばれる。,×,1 共通テストの過去問,無条件で一律に現金を給付する制度はベーシック・インカム（基本所得保障）です。ミニマム・アクセスは、主に農産物の自由化交渉などにおいて義務づけられる最低輸入機会を指す言葉です。
情報通信技術（ICT）を使いこなせる人と、環境や能力の差によって使いこなせない人との間に生じる社会・経済的な格差をトレードオフという。,×,1 共通テストの過去問,情報通信技術の利用格差はデジタル・デバイド（情報格差）と呼びます。トレードオフとは、一方を追求すると他方が犠牲になるという両立しえない関係性のことです。
全世帯の年間可処分所得の中央値の半分に満たない所得しか得ていない人の割合を、その国における絶対的貧困率という。,×,1 共通テストの過去問,中央値の半分（貧困線）に満たない人の割合は相対的貧困率です。生命を維持する最低限の生活水準が満たされていない状態を測定する指標を絶対的貧困率と呼びます。
日本の技能実習制度は、もともと発展途上国への技能や技術、知識の移転による国際貢献を制度の本来の目的（理念）として掲げて導入された。,〇,1 共通テストの過去問,日本の技能実習制度は建前上、開発途上国への技術移転と国際協力を目的として開始されました（実質的な労働力不足の補填に使われている点が課題視されてきました）。
定年制の廃止や障害者雇用の義務づけといった、雇用におけるハンディキャップや参入障壁を取り除くための法的義務化は、雇用の機会・環境改善に直接寄与するものである。,〇,1 共通テストの過去問,障害者雇用促進法に基づく一定比率以上の雇用義務づけ等は、社会的・身体的理由による雇用障壁を取り除き、実質的な機会平等を確保するための施策です。
資本主義経済における契約自由の原則が、労働契約においてそのまま無制限に適用されないのは、労働者と使用者の間には形式的な対等さがあっても、実質的な経済力や立場に大きな格差があり、放置すれば労働者に著しく不利な条件が強制されるおそれがあるためである。,〇,1 共通テストの過去問,労働法（労働基準法や労働契約法）が存在する最大の根拠は、使用者に対する労働者の実質的な立場の弱さを保護し、労働条件の最低基準を担保することにあります。
日本の伝統的な年功序列型賃金や終身雇用の慣行が形成・維持されてきた背景には、従業員が特定の企業の一員（メンバー）として長期的・包括的な関係性を結び、客観的な勤続年数や年齢などに応じて処遇を決定する雇用システムが機能していたからである。,〇,1 共通テストの過去問,日本のいわゆるメンバーシップ型雇用は、職務を限定せずに企業の一員（メンバー）として採用し、社内での配転を前提としながら年功や年齢で賃金を引き上げる仕組みと強く結びついています。
製造物責任法（PL法）では、消費者が被害について企業に損害賠償を求める場合、製品の欠陥を証明することに加えて、製造企業の過失（故意または不注意）も立証しなければならない。,×,1 共通テストの過去問,製造物責任法（PL法）は、消費者の立証負担を軽減するために無過失責任を採用しています。したがって、消費者は製品の欠陥とそれによる損害を証明すればよく、企業の過失まで証明する必要はありません。
被害が発生した後に、司法や行政、あるいは法律に基づいて企業に賠償責任を負わせたり救済を行ったりする仕組みは事前規制に分類される。,×,1 共通テストの過去問,被害が発生した後に、裁判やPL法などの法制度に基づいて賠償責任を追求したり救済を行ったりする手段は、事後規制（事後救済・事後監視）に分類されます。
18歳以上の者は、選挙運動期間中に特定の候補者への投票を電話をかけて依頼することができる。,〇,1 共通テストの過去問,公職選挙法において、18歳以上の有権者は選挙運動期間中に特定の候補者への投票を電話で依頼する（電話勧誘）ことができます。
憲法改正に関する国民投票で投票権を有する年齢は、18歳以上である。,〇,1 共通テストの過去問,憲法改正国民投票法により、投票権を持つ年齢は18歳以上と定められています。
刑事罰の適用の対象とならない年齢は、18歳未満である。,×,1 共通テストの過去問,刑法第41条により、刑事罰の適用の対象とならない（刑事責任を問われない）年齢は14歳未満です。14歳以上18歳未満の少年には刑事罰が適用される可能性があります。
親権者などの法定代理人の同意なく18歳未満の者が単独で締結した契約は、原則として取り消すことができる。,〇,1 共通テストの過去問,民法上、成人年齢である18歳に達しない未成年者が法定代理人の同意を得ずに結んだ契約は、原則として取り消すことができます。
日本における社会保険制度では、原則としてあらかじめ保険料が拠出されていて、疾病や老齢などの保険の対象となる事由が発生した当事者に対して諸給付が行われる。,〇,1 共通テストの過去問,社会保険制度は、あらかじめ加入者（被保険者）が保険料を出し合い、病気や老齢などの事故（保険事故）が発生した際に給付を行う相互扶助の仕組みです。
日本における公的扶助制度では、生活に困窮し、最低限度の生活水準に満たない状態になった当事者に対して保険料から生活に必要な諸給付が行われる。,×,1 共通テストの過去問,公적扶助制度（生活保護など）は、保険料ではなく全額公費（税金）を財源として、最低限度の生活を保障する制度です。
日本における社会福祉制度では、老齢、障害などによって社会生活を送る上での支援が必要な当事者に対してサービスの提供などが行われる。,〇,1 共通テストの過去問,社会福祉制度は、高齢者、障害者、児童など、社会生活を送る上で特に援助や介護などのサービスを必要とする人々を対象に支援を行います。
消費者行政の一元化などを目的として新設された消費者庁は、内閣府におかれている。,〇,1 共通テストの過去問,消費者庁は、内閣府の外局として設置されている国の行政機関です。
東日本大震災からの復興を円滑かつ迅速に進めることなどを目的として、復興庁が新設された。,〇,1 共通テストの過去問,復興庁は、東日本大震災からの復興を推進するために内閣に新設された行政機関です。
行政手続のオンライン化によるデジタル社会の形成などを目的として、デジタル庁が新設された。,〇,1 共通テストの過去問,デジタル庁は、日本のデジタル化やデジタル社会の形成を推進するために新設された行政機関です。
子どもと家庭の福祉保健政策を総合的に進めることなどを目的として新設されたこども家庭庁は、厚生労働省におかれている。,×,1 共通テストの過去問,こども家庭庁は、厚生労働省の内部部局ではなく、首相の直轄機関として内閣府の外局に新設された行政機関です。
マックス・ウェーバーによれば、過去においては、暴力行使は国家に特有の手段であり、国家が用いる通常かつ唯一の手段でもあった。,×,1 共通テストの過去問,ウェーバーの『職業としての政治』によると、過去においては氏族など多種多様な団体が物理的暴力を通常の手段として認めており、国家に特有の手段ではありませんでした。
マックス・ウェーバーによれば、今日において、国家と暴力の関係は特別に緊密であるが、それ以前に暴力行使はいかなる団体にも認められたことがない。,×,1 共通テストの過去問,過去においては、氏族などのさまざまな団体が、物理的暴力を通常の手段として行使することが認められていました。
マックス・ウェーバーによれば、今日において、国家はある一定の領域の内部における正当な物理的暴力行使の唯一の源泉とみなされている。,〇,1 共通テストの過去問,ウェーバーは、現代国家を一定の領域の内部で正当な物理的暴力行使の独占を実効的に要求する人間共同体と規定しており、国家が暴力行使への権利の唯一の源泉とされます。
マックス・ウェーバーによれば、過去においては、国家の許容した範囲内でのみ、国家以外の団体や個人が物理的暴力を行使することが認められていた。,×,1 共通テストの過去問,国家が暴力行使の権利の唯一の源泉となり、国家の許容した範囲内でしか他者に暴力行使が認められないのは、過去ではなく現代（今日）に特有の現象です。
宗教団体などを結成する宗教的結社の自由は、憲法が保障する信教の自由に含まれる。,〇,1 共通テストの過去問,憲法第20条が保障する信教の自由には、個人の信仰の自由だけでなく、宗教的活動や共同で宗教団体を結成する自由（宗教的結社の自由）も含まれます。
一定の要件を満たした宗教団体には、国から特権を受けたり政治上の権力を行使したりすることが憲法上認められている。,×,1 共通テストの過去問,憲法第20条第1項により、いかなる宗教団体も、国から特権を受け、又は政治上の権力を行使してはならないと厳格に禁止されています。
国および地方公共団体は、宗教教育をはじめとして、いかなる宗教的活動も行ってはならない。,×,1 共通テストの過去問,判例（津地鎮祭訴訟など）では、国や自治体による宗教との関わり合いが一切許されないわけではなく、その目的や効果に照らして宗教的活動にあたる行為が禁止されます。教育基本法等でも、一般的な宗教に関する寛容の態度などの教育は禁じられておらず、特定の宗教のための宗教教育が禁止されています。
特定商取引法等に消費者団体訴訟制度を導入した背景の一つとして、違反行為に対処する上での行政規制の過剰があげられる。,×,1 共通テストの過去問,法改正の背景は、従来の行政規制だけでは、急速に拡大する消費者被害の未然防止や拡大防止が十分にできなかったためであり、行政規制の過剰が原因ではありません。
民事上のルールである消費者団体訴訟制度の活用は、事業者の経済活動に対する規制緩和の一環ということができる。,×,1 共通テストの過去問,この制度は、不当な事業活動に対して適格消費者団体が差止めを求めることができるようにする消費者保護のための規制強化・実効性確保の仕組みです。
消費者被害の未然防止や拡大防止のための取組みは、適格消費者団体のみが行うこととなった。,×,1 共通テストの過去問,適格消費者団体に差止請求権が与えられた後も、国や自治体による従来の行政規制や、消費者個人の権利行使などは並行して行われます。
消費者団体訴訟制度の導入には、限りのある行政資源を重大な消費者被害に集中的に投入することを可能にするという効果も想定される。,〇,1 共通テストの過去問,身近な消費者団体が差止請求を機動的に行うことで、行政資源（人員や予算）をより深刻かつ重大な消費者被害の対応に集中させる副次的効果が期待されています。
市場で特定の企業の支配が進み、その企業が価格支配力をもつことは、市場の失敗の例である。,〇,1 共通テストの過去問,独占や寡占によって特定の企業が価格支配力を持つことは、市場メカニズムが有効に働かなくなる市場の失敗の代表例です。
ある企業の周辺の住民が、対価を受け取ることなく企業活動による不利益（公害など）を被ることは、市場の失敗の例である。,〇,1 共通テストの過去問,市場取引の外部で不利益（マイナスの影響）が発生する外部不経済（公害など）は、市場の失敗の典型例です。
市場で取引を行う場合、売り手がもっている情報をすべて買い手ももっていることは、市場の失敗の例である。,×,1 共通テストの過去問,売り手と買い手の間で情報の非対称性（情報に差があること）が存在することが市場の失敗の原因となります。双方がすべての情報を持っている状態（情報の完全性）は、むしろ理想的な完全競争市場の条件です。
アジアにおける中国が取り組む一帯一路構想は、現代のシルクロードとして、陸路のみによる経済圏構築をめざしているものである。,×,1 共通テストの過去問,一帯一路は、中央アジア経由の陸路（一帯）だけでなく、海路による海洋シルクロード（一路）を組み合わせた双方向の経済圏構想です。
中国が主導して設立されたアジアインフラ投資銀行（AIIB）への参加は、アジア諸国に限定されている。,×,1 共通テストの過去問,AIIBにはアジア太平洋地域だけでなく、欧州、中東、アフリカなど、世界の多くの国や地域が参加しています。
自然災害や紛争による被災者の救援のために日本のODAとして行われる食料や医療品の無償援助は、国際収支の第二次所得収支に含まれる。,〇,1 共通テストの過去問,無償資金協力や現物寄付などの対外的な一方的移転（ODAによる無償援助など）は、国際収支の第二次所得収支に計上されます。
ODAは発展途上国の経済発展のために行われるものであり、日本では開発協力大綱によって日本の国益を考慮せずに行うことが示されている。,×,1 共通テストの過去問,日本の開発協力大綱では、発展途上国への支援を通じて、結果的に日本自身の安全と繁栄（国益）の確保にもつながるという大前提が示されています。
産業革命によって、生産体制は工場制手工業から工場制機械工業へと発展し、生産力が飛躍的に高まった。,〇,1 共通テストの過去問,イギリスで起こった産業革命により、従来の工場制手工業（マニュファクチュア）から、機械を使用する工場制機械工業へと移行し、生産力が劇的に向上しました。[cite: 10]
ケインズは、資本主義経済下における不況の原因は供給能力の不足にあるとの理論を示した。,×,1 共通テストの過去問,ケインズは、不況の原因は供給能力の不足ではなく、実際の購買力を伴う需要である有効需要の創出（不足）にあると主張しました。[cite: 10]
憲法改正の国民投票権や18歳以上の選挙運動など、18歳を基準とする年齢の引き下げが進む中、少年法も改正された。,〇,1 共通テストの過去問,民法の成年年齢引き下げなどに伴い、2021年に少年法が改正され、18歳・19歳の者を特定少年と規定するなどの見直しが行われました。[cite: 10]
少年法において、16歳以上の少年のときに犯した故意の犯罪行為により被害者を死亡させた罪の事件については、原則として検察官への逆送決定がなされる。,〇,1 共通テストの過去問,少年法では、16歳以上の少年が故意の犯罪行為によって被害者を死亡させた事件（原則逆送対象事件）は、原則として家庭裁判所から検察官へ逆送されます。[cite: 10]
国および地方公共団体が行う地方交付税は、所得税や法人税などの国税の一定割合が配分されるもので、その使い道（使途）はあらかじめ限定されている。,×,1 共通テストの過去問,地方交付税は、地方公共団体間の財源の不均衡を調整するためのものであり、国から使途を制限されない一般財源です。[cite: 10]
特定非営利活動促進法（NPO法）により、社会的な公益活動を行う一定の要件を満たした非営利組織には法人格が認められる。,〇,1 共通テストの過去問,NPO法（特定非営利活動促進法）に基づき、都道府県や指定都市の認証・登記を受けることで、特定非営利活動法人（NPO法人）として法人格を取得できます。[cite: 10]
普通地方公共団体以外に、特別区や財産区などは特別地方公共団体に分類される。,〇,1 共通テストの過去問,日本の地方公共団体には、都道府県や市町村などの普通地方公共団体と、特別区（東京23区）や財産区、地方公共団体の組合などの特別地方公共団体があります。[cite: 10]
包括的核実験禁止条約（CTBT）は、核保有国を含む一部の国が批准していないため、いまだ発効していない。,〇,1 共通テストの過去問,CTBTは1996年に国連総会で採択されましたが、発効に必要な特定の国（米国、中国、北朝鮮など）の批准が揃っていないため、未発効のままとなっています。[cite: 10]
部分的核実験禁止条約（PTBT）では、大気圏内や宇宙空間、水中での核実験に加え、地下核実験も全面的に禁止された。,×,1 共通テストの過去問,PTBT（1963年）で禁止されたのは大気圏内、宇宙空間、水中における核実験であり、地下核実験は禁止対象から除外されていました。[cite: 10]
核拡散防止条約（NPT）において、共同で核兵器の保有や管理を認められている核兵器国は5か国に限定されている。,〇,1 共通テストの過去問,NPTでは、1967年1月1日以前に核兵器を製造・爆発させた5か国（米国、ロシア、英国、フランス、中国）のみを核兵器国と定義し、それ以外の国への拡散を防ぐ枠組みになっています。[cite: 10]
日本の重要影響事態法による自衛隊の海外派遣に際しては、自衛隊の活動地域は日本の周辺地域にのみ限定されている。,×,1 共通テストの過去問,旧周辺事態法を改正して成立した重要影響事態法では、従来の周辺地域という地理的制限が撤廃され、日本の平和と安全に重要な影響を与える事態であれば、地理的限定なく自衛隊の活動が可能となりました。[cite: 10]
日本のPKO協力法（国際平和協力法）に基づき国連平和維持活動に派遣される際、自衛隊員による武器の使用は自衛隊員の防護のためにのみ認められる。,×,1 共通テストの過去問,PKO協力法の改正により、自己や共に所在する者の防護のための武器使用に加え、一定の条件下で任務遂行を妨害する行為を排除するための武器使用（任務遂行型武器使用）や駆け付け警護での武器使用も可能になっています。[cite: 10]
国際連盟の規約において、加盟国間で生じた紛争に対して戦争に課された制約は限定的なものであった。,〇,1 共通テストの過去問,国際連盟規約はすべての戦争を一般的に禁止したわけではなく、一定の法的手続き（調停や裁判）を経た後の戦争など、一部の戦争は合法として許容されていました（限定的戦争禁止）。[cite: 10]
1928年に結ばれた不戦条約は、国際関係において国家の政策の手段としての戦争を放棄することを宣言した。,〇,1 共通テストの過去問,不戦条約（ケロッグ・ブリアン協定）は、締約国相互の間で国際紛争解決の手手段としての戦争を禁止し、国家の政策の手段としての戦争を放棄することを初めて規定しました。[cite: 10]
国連憲章のもとでは、国際関係における武力による威嚇または武力の行使が原則として包括的に禁止されている。,〇,1 共通テストの過去問,国連憲章第2条第4項により、加盟国は国際関係において武力による威嚇又は武力の行使を原則として全面的に禁止されています（例外は自衛権の発動や国連安保理の軍事措置のみ）。[cite: 10]
労働条件の改善を目指す国際労働機関（ILO）は、政府代表、使用者代表、労働者代表による三者構成で運営されている。,×,1 共通テストの過去問,ILOの最大の特徴は、加盟国の政府代表使用者（経営者）代表労働者代表が対等の立場で議論に参加する三者構成原則（トリパティズム）をとっている点です。二者構成ではありません。[cite: 10]
京都議定書では、先進国のみに温室効果ガスの法的拘束力のある削減義務を課していた。,〇,1 共通テストの過去問,1997年の京都議定書は、共通だが差異ある責任に基づき、先進国（附属書I国）にのみ数値目標を伴う温室効果ガスの排出削減義務を課していました。[cite: 10]
